,Unnamed: 0.1,Unnamed: 0,Name,Smiles,\DeltaG4,type,deltaG4_bin,deltaG4_realbin-27_-39
310,310,310,Carb_37_76_29,*[Ni@](C9=N(c1ncccc1)N1CCCCC1S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-18.04026975335404,Carb,0,0
311,311,311,Carb_38_38_0,*[Ni@](C9=N(Cc1ncccc1)CCN(Cc1ncccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-10.410382107126592,Carb,1,0
312,312,312,Carb_38_38_10,*[Ni@](C9=N(Cc1ncccc1)C(C(C)C)=C(C(C)C)N(Cc1ncccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.832700524119175,Carb,1,0
313,313,313,Carb_38_38_3,*[Ni@](C9=N(Cc1ncccc1)C(O)C(O)N(Cc1ncccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,2.7641792151483773,Carb,1,0
314,314,314,Carb_38_38_5,*[Ni@](C9=N(Cc1ncccc1)C(F)C(F)N(Cc1ncccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.468117521614206,Carb,1,0
315,315,315,Carb_38_58_19,*[Ni@](C9=N(Cc1ncccc1)C1CCCCC1N(c1cc(C)c(OC)c(C)c1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-11.6001400629524,Carb,1,0
316,316,316,Carb_38_69_1,*[Ni@](C9=N(Cc1ncccc1)C(C)C(C)N(c1c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.939877324908909,Carb,1,0
317,317,317,Carb_38_69_25,*[Ni@](C9=N(Cc1ncccc1)C1C2=CC=CC(=C23)C=CC=C3C=1N(c1c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-9.693766292626403,Carb,1,0
318,318,318,Carb_38_75_1,*[Ni@](C9=N(Cc1ncccc1)C(C)C(C)O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-1.5543409571893425,Carb,1,0
319,319,319,Carb_38_75_17,*[Ni@](C9=N(Cc1ncccc1)C(C(F)(F)F)=C(C(F)(F)F)O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.473765106758608,Carb,1,0
320,320,320,Carb_38_76_14,*[Ni@](C9=N(Cc1ncccc1)C(=O)C(=O)S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,28.690360477843463,Carb,1,0
321,321,321,Carb_39_39_12,*[Ni@](C9=N(N)C(OC)=C(OC)N(N)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-6.46711259790021,Carb,1,0
322,322,322,Carb_39_39_13,*[Ni@](C9=N(N)C(OC(C)C)=C(OC(C)C)N(N)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-4.653610229470452,Carb,1,0
323,323,323,Carb_39_39_28,*[Ni@](C9=N(N)N1C=CC=C1N(N)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.582196926057136,Carb,1,0
324,324,324,Carb_39_39_6,*[Ni@](C9=N(N)C(Cl)C(Cl)N(N)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.483677939301854,Carb,1,0
325,325,325,Carb_39_44_20,*[Ni@](C9=N(N)c1ccccc1N(N1CCCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-6.4338545958601605,Carb,1,0
326,326,326,Carb_39_47_1,*[Ni@](C9=N(N)C(C)C(C)N(N=Cc1ccc(OC)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-1.7664391582272416,Carb,1,0
327,327,327,Carb_39_74_12,*[Ni@](C9=N(N)C(OC)=C(OC)N(B1CCCCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.978155401554852,Carb,1,0
328,328,328,Carb_39_75_19,*[Ni@](C9=N(N)C1CCCCC1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-8.769444843153206,Carb,1,0
329,329,329,Carb_39_75_28,*[Ni@](C9=N(N)N1C=CC=C1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-10.533373963506785,Carb,1,0
330,330,330,Carb_39_76_19,*[Ni@](C9=N(N)C1CCCCC1S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.252254263623134,Carb,1,0
331,331,331,Carb_40_40_11,*[Ni@](C9=N(N(C)C)C(O)=C(O)N(N(C)C)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-9.463470317075789,Carb,1,0
332,332,332,Carb_40_40_14,*[Ni@](C9=N(N(C)C)C(=O)C(=O)N(N(C)C)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,3.580569035768717,Carb,1,0
333,333,333,Carb_40_40_6,*[Ni@](C9=N(N(C)C)C(Cl)C(Cl)N(N(C)C)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-15.891049818394473,Carb,0,0
334,334,334,Carb_40_48_7,*[Ni@](C9=N(N(C)C)C(C(F)(F)F)C(C(F)(F)F)N(Nc1ccccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-8.172055827509318,Carb,1,0
335,335,335,Carb_40_60_10,*[Ni@](C9=N(N(C)C)C(C(C)C)=C(C(C)C)N(C(=O)c1ccccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-6.487192900889513,Carb,1,0
336,336,336,Carb_40_61_19,*[Ni@](C9=N(N(C)C)C1CCCCC1N(C(=O)c1c(C)cc(C)cc(C)1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-35.62308510259223,Carb,0,1
337,337,337,Carb_40_71_18,*[Ni@](C9=N(N(C)C)C(C(Cl)(Cl)Cl)=C(C(Cl)(Cl)Cl)N(B1CC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-21.352264735499407,Carb,0,0
338,338,338,Carb_40_75_0,*[Ni@](C9=N(N(C)C)CCO9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.535261035091383,Carb,1,0
339,339,339,Carb_40_75_2,*[Ni@](C9=N(N(C)C)C(C(C)C)C(C(C)C)O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-3.502757861685172,Carb,1,0
340,340,340,Carb_40_76_0,*[Ni@](C9=N(N(C)C)CCS9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,0.3840357955264776,Carb,1,0
341,341,341,Carb_40_76_25,*[Ni@](C9=N(N(C)C)C1C2=CC=CC(=C23)C=CC=C3C=1S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.443644652274655,Carb,1,0
342,342,342,Carb_41_41_0,*[Ni@](C9=N(N(CC)CC)CCN(N(CC)CC)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-16.002118994803425,Carb,0,0
343,343,343,Carb_41_41_20,*[Ni@](C9=N(N(CC)CC)c1ccccc1N(N(CC)CC)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-16.75073779254951,Carb,0,0
344,344,344,Carb_41_41_4,*[Ni@](C9=N(N(CC)CC)C(OC)C(OC)N(N(CC)CC)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-15.909247592907189,Carb,0,0
345,345,345,Carb_41_52_7,*[Ni@](C9=N(N(CC)CC)C(C(F)(F)F)C(C(F)(F)F)N(COC)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-17.344989260637302,Carb,0,0
346,346,346,Carb_4_16_28,*[Ni@](C9=N(C(C)C)N1C=CC=C1N(c1ccccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-12.082067335266368,Carb,1,0
347,347,347,Carb_41_71_4,*[Ni@](C9=N(N(CC)CC)C(OC)C(OC)N(B1CC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-9.369971405782474,Carb,1,0
348,348,348,Carb_41_75_25,*[Ni@](C9=N(N(CC)CC)C1C2=CC=CC(=C23)C=CC=C3C=1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-4.694398345416849,Carb,1,0
349,349,349,Carb_41_75_26,*[Ni@](C9=N(N(CC)CC)C1N(C)C(=O)N(C)C(=O)C=1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-1.152107386864791,Carb,1,0
350,350,350,Carb_41_76_0,*[Ni@](C9=N(N(CC)CC)CCS9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,2.500625238128429,Carb,1,0
351,351,351,Carb_41_76_23,*[Ni@](C9=N(N(CC)CC)C1C=COC=1S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-11.560606966085514,Carb,1,0
352,352,352,Carb_4_22_6,*[Ni@](C9=N(C(C)C)C(Cl)C(Cl)N(c1c(C)cc(C)cc(C)1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.240831774382926,Carb,1,0
353,353,353,Carb_42_65_0,*[Ni@](C9=N(N(C(C)C)C(C)C)CCN(c1ccc(C(F)(F)F)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-9.437742429227445,Carb,1,0
354,354,354,Carb_42_75_23,*[Ni@](C9=N(N(C(C)C)C(C)C)C1C=COC=1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-10.122355260481736,Carb,1,0
355,355,355,Carb_42_75_25,*[Ni@](C9=N(N(C(C)C)C(C)C)C1C2=CC=CC(=C23)C=CC=C3C=1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.816885467958,Carb,1,0
356,356,356,Carb_42_76_3,*[Ni@](C9=N(N(C(C)C)C(C)C)C(O)C(O)S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.445527180751241,Carb,1,0
357,357,357,Carb_42_76_6,*[Ni@](C9=N(N(C(C)C)C(C)C)C(Cl)C(Cl)S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-15.821396267043632,Carb,0,0
358,358,358,Carb_4_30_1,*[Ni@](C9=N(C(C)C)C(C)C(C)N(Cc1ccccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-9.4126420499201,Carb,1,0
359,359,359,Carb_43_43_0,*[Ni@](C9=N(N1CCC1)CCN(N1CCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-14.250112554421085,Carb,0,0
360,360,360,Carb_43_43_14,*[Ni@](C9=N(N1CCC1)C(=O)C(=O)N(N1CCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,7.242086793177077,Carb,1,0
361,361,361,Carb_43_43_2,*[Ni@](C9=N(N1CCC1)C(C(C)C)C(C(C)C)N(N1CCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-35.90734689199856,Carb,0,1
362,362,362,Carb_43_43_9,*[Ni@](C9=N(N1CCC1)C(C)=C(C)N(N1CCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-19.4785214583871,Carb,0,0
363,363,363,Carb_43_46_25,*[Ni@](C9=N(N1CCC1)C1C2=CC=CC(=C23)C=CC=C3C=1N(N=Cc1ccccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.117339727557062,Carb,1,0
364,364,364,Carb_43_50_2,*[Ni@](C9=N(N1CCC1)C(C(C)C)C(C(C)C)N(CCO)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-14.382517052328136,Carb,0,0
365,365,365,Carb_43_51_10,*[Ni@](C9=N(N1CCC1)C(C(C)C)=C(C(C)C)N(CCCO)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-11.31901581967538,Carb,1,0
366,366,366,Carb_43_55_10,*[Ni@](C9=N(N1CCC1)C(C(C)C)=C(C(C)C)N(c1c(OC)cccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-14.956688217426622,Carb,0,0
367,367,367,Carb_43_63_19,*[Ni@](C9=N(N1CCC1)C1CCCCC1N(c1ccc(F)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-18.0816853781268,Carb,0,0
368,368,368,Carb_4_37_23,*[Ni@](C9=N(C(C)C)C1C=COC=1N(c1ncccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-10.967610517077237,Carb,1,0
369,369,369,Carb_43_75_25,*[Ni@](C9=N(N1CCC1)C1C2=CC=CC(=C23)C=CC=C3C=1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-1.9408867905894829,Carb,1,0
370,370,370,Carb_43_75_26,*[Ni@](C9=N(N1CCC1)C1N(C)C(=O)N(C)C(=O)C=1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-3.7054434203401376,Carb,1,0
371,371,371,Carb_43_76_12,*[Ni@](C9=N(N1CCC1)C(OC)=C(OC)S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-4.988700286888544,Carb,1,0
372,372,372,Carb_43_76_4,*[Ni@](C9=N(N1CCC1)C(OC)C(OC)S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,2.0758013269409124,Carb,1,0
373,373,373,Carb_4_4_10,*[Ni@](C9=N(C(C)C)C(C(C)C)=C(C(C)C)N(C(C)C)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-20.486301667088245,Carb,0,0
374,374,374,Carb_4_4_23,*[Ni@](C9=N(C(C)C)C1C=COC=1N(C(C)C)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-11.027223916362706,Carb,1,0
375,375,375,Carb_4_4_24,*[Ni@](C9=N(C(C)C)C1C=CN(C)C=1N(C(C)C)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.948034947356256,Carb,1,0
376,376,376,Carb_4_4_26,*[Ni@](C9=N(C(C)C)C1N(C)C(=O)N(C)C(=O)C=1N(C(C)C)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-12.38201686245318,Carb,1,0
377,377,377,Carb_44_44_14,*[Ni@](C9=N(N1CCCC1)C(=O)C(=O)N(N1CCCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-1.3434977749455954,Carb,1,0
378,378,378,Carb_44_44_15,*[Ni@](C9=N(N1CCCC1)C(F)=C(F)N(N1CCCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-13.089847544538229,Carb,0,0
379,379,379,Carb_44_44_17,*[Ni@](C9=N(N1CCCC1)C(C(F)(F)F)=C(C(F)(F)F)N(N1CCCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-14.89456477998213,Carb,0,0
380,380,380,Carb_44_44_23,*[Ni@](C9=N(N1CCCC1)C1C=COC=1N(N1CCCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-11.933975100720264,Carb,1,0
381,381,381,Carb_44_52_8,*[Ni@](C9=N(N1CCCC1)C=CN(COC)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-8.92569470128809,Carb,1,0
382,382,382,Carb_44_57_23,*[Ni@](C9=N(N1CCCC1)C1C=COC=1N(c1ccc(OC)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-3.760036744734359,Carb,1,0
383,383,383,Carb_44_75_12,*[Ni@](C9=N(N1CCCC1)C(OC)=C(OC)O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.685235798114072,Carb,1,0
384,384,384,Carb_44_75_18,*[Ni@](C9=N(N1CCCC1)C(C(Cl)(Cl)Cl)=C(C(Cl)(Cl)Cl)O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-0.8785132574941168,Carb,1,0
385,385,385,Carb_44_76_2,*[Ni@](C9=N(N1CCCC1)C(C(C)C)C(C(C)C)S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.975017854284113,Carb,1,0
386,386,386,Carb_4_5_20,*[Ni@](C9=N(C(C)C)c1ccccc1N(CCCC)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-11.340978651426626,Carb,1,0
387,387,387,Carb_45_45_0,*[Ni@](C9=N(N1CCCCC1)CCN(N1CCCCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-1.2117207864356212,Carb,1,0
388,388,388,Carb_45_45_13,*[Ni@](C9=N(N1CCCCC1)C(OC(C)C)=C(OC(C)C)N(N1CCCCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-27.910993716216343,Carb,0,1
389,389,389,Carb_45_45_14,*[Ni@](C9=N(N1CCCCC1)C(=O)C(=O)N(N1CCCCC1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-0.4279614587436133,Carb,1,0
390,390,390,Carb_45_50_14,*[Ni@](C9=N(N1CCCCC1)C(=O)C(=O)N(CCO)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,9.50676847061049,Carb,1,0
391,391,391,Carb_45_50_26,*[Ni@](C9=N(N1CCCCC1)C1N(C)C(=O)N(C)C(=O)C=1N(CCO)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.296052607603507,Carb,1,0
392,392,392,Carb_4_55_10,*[Ni@](C9=N(C(C)C)C(C(C)C)=C(C(C)C)N(c1c(OC)cccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-22.74596326905969,Carb,0,0
393,393,393,Carb_45_66_19,*[Ni@](C9=N(N1CCCCC1)C1CCCCC1N(c1ccc(C(Cl)(Cl)Cl)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-10.555964304655108,Carb,1,0
394,394,394,Carb_45_75_24,*[Ni@](C9=N(N1CCCCC1)C1C=CN(C)C=1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-6.3579259496824845,Carb,1,0
395,395,395,Carb_45_75_9,*[Ni@](C9=N(N1CCCCC1)C(C)=C(C)O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-3.745604026604101,Carb,1,0
396,396,396,Carb_45_76_11,*[Ni@](C9=N(N1CCCCC1)C(O)=C(O)S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,4.225648770726839,Carb,1,0
397,397,397,Carb_45_76_21,*[Ni@](C9=N(N1CCCCC1)C1CCCCCC=1S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.301827511984671,Carb,1,0
398,398,398,Carb_46_46_29,*[Ni@](C9=N(N=Cc1ccccc1)N1CCCCC1N(N=Cc1ccccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-19.55131255672332,Carb,0,0
399,399,399,Carb_46_46_6,*[Ni@](C9=N(N=Cc1ccccc1)C(Cl)C(Cl)N(N=Cc1ccccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-8.383526519150141,Carb,1,0
400,400,400,Carb_46_63_3,*[Ni@](C9=N(N=Cc1ccccc1)C(O)C(O)N(c1ccc(F)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,2.811869935033328,Carb,1,0
401,401,401,Carb_46_67_19,*[Ni@](C9=N(N=Cc1ccccc1)C1CCCCC1N(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-11.013418707914882,Carb,1,0
402,402,402,Carb_46_75_22,*[Ni@](C9=N(N=Cc1ccccc1)C1C(=O)CCC(=O)C1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-13.369716767879664,Carb,0,0
403,403,403,Carb_46_75_25,*[Ni@](C9=N(N=Cc1ccccc1)C1C2=CC=CC(=C23)C=CC=C3C=1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-0.2177457861823008,Carb,1,0
404,404,404,Carb_46_76_0,*[Ni@](C9=N(N=Cc1ccccc1)CCS9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,11.651595838649092,Carb,1,0
405,405,405,Carb_46_76_12,*[Ni@](C9=N(N=Cc1ccccc1)C(OC)=C(OC)S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,1.0178203601957958,Carb,1,0
406,406,406,Carb_4_68_21,*[Ni@](C9=N(C(C)C)C1CCCCCC=1N(c1c(F)c(F)c(F)c(F)c(F)1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-10.59235985368054,Carb,1,0
407,407,407,Carb_4_69_20,*[Ni@](C9=N(C(C)C)c1ccccc1N(c1c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-10.450542713961273,Carb,1,0
408,408,408,Carb_47_47_12,*[Ni@](C9=N(N=Cc1ccc(OC)cc1)C(OC)=C(OC)N(N=Cc1ccc(OC)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,23.859165068169315,Carb,1,0
409,409,409,Carb_47_47_22,*[Ni@](C9=N(N=Cc1ccc(OC)cc1)C1C(=O)CCC(=O)C1N(N=Cc1ccc(OC)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-8.451925051706828,Carb,1,0
410,410,410,Carb_47_47_5,*[Ni@](C9=N(N=Cc1ccc(OC)cc1)C(F)C(F)N(N=Cc1ccc(OC)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-14.098255262921809,Carb,0,0
411,411,411,Carb_47_47_6,*[Ni@](C9=N(N=Cc1ccc(OC)cc1)C(Cl)C(Cl)N(N=Cc1ccc(OC)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.830690676691183,Carb,1,0
412,412,412,Carb_4_75_15,*[Ni@](C9=N(C(C)C)C(F)=C(F)O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-7.305465249986439,Carb,1,0
413,413,413,Carb_4_75_17,*[Ni@](C9=N(C(C)C)C(C(F)(F)F)=C(C(F)(F)F)O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-6.851775903394481,Carb,1,0
414,414,414,Carb_4_76_12,*[Ni@](C9=N(C(C)C)C(OC)=C(OC)S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-5.736064065269762,Carb,1,0
415,415,415,Carb_4_76_16,*[Ni@](C9=N(C(C)C)C(Cl)=C(Cl)S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-0.8734931828882243,Carb,1,0
416,416,416,Carb_47_63_28,*[Ni@](C9=N(N=Cc1ccc(OC)cc1)N1C=CC=C1N(c1ccc(F)cc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-9.54128149173005,Carb,1,0
417,417,417,Carb_47_75_1,*[Ni@](C9=N(N=Cc1ccc(OC)cc1)C(C)C(C)O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-2.3399828136432954,Carb,1,0
418,418,418,Carb_47_75_23,*[Ni@](C9=N(N=Cc1ccc(OC)cc1)C1C=COC=1O9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-3.4324768009372564,Carb,1,0
419,419,419,Carb_47_76_23,*[Ni@](C9=N(N=Cc1ccc(OC)cc1)C1C=COC=1S9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-0.911771260390242,Carb,1,0
420,420,420,Carb_48_48_20,*[Ni@](C9=N(Nc1ccccc1)c1ccccc1N(Nc1ccccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-11.419417335477965,Carb,1,0
421,421,421,Carb_48_48_21,*[Ni@](C9=N(Nc1ccccc1)C1CCCCCC=1N(Nc1ccccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-16.327796409553226,Carb,0,0
422,422,422,Carb_48_48_26,*[Ni@](C9=N(Nc1ccccc1)C1N(C)C(=O)N(C)C(=O)C=1N(Nc1ccccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,0.9098887313429388,Carb,1,0
423,423,423,Carb_48_48_28,*[Ni@](C9=N(Nc1ccccc1)N1C=CC=C1N(Nc1ccccc1)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-9.868841434956437,Carb,1,0
424,424,424,Carb_48_52_0,*[Ni@](C9=N(Nc1ccccc1)CCN(COC)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-9.668665913604418,Carb,1,0
425,425,425,Carb_48_52_10,*[Ni@](C9=N(Nc1ccccc1)C(C(C)C)=C(C(C)C)N(COC)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-12.220119419173894,Carb,1,0
426,426,426,Carb_48_52_11,*[Ni@](C9=N(Nc1ccccc1)C(O)=C(O)N(COC)9)(c1ccc2ccccc2c1)([O@](C)[Si]([CH3])([CH3])[CH3])*,-1.6271320555255626,Carb,1,0
