,SMILES,E_adh,E_adh_2classes,prompt
1447,A A B A A A A A A A B A A A A B A A A A,8.523475533333333,1,a co-polymer with sequence A A B A A A A A A A B A A A A B A A A A
1448,A B A A B A B B B B B B A B A B B A A A,8.337653433333335,1,a co-polymer with sequence A B A A B A B B B B B B A B A B B A A A
1449,B A B A A B B A A B A A A A A A A B A A,8.280063600000002,1,a co-polymer with sequence B A B A A B B A A B A A A A A A A B A A
1450,A B A B B A B A B B B B A A B A A B A B,8.032943766666666,0,a co-polymer with sequence A B A B B A B A B B B B A A B A A B A B
1451,B B B B A B B A B B B B B B A A B B B B,7.9405579,0,a co-polymer with sequence B B B B A B B A B B B B B B A A B B B B
1452,B A A B B B A B A B B A A A B B B A A A,8.258779166666669,1,a co-polymer with sequence B A A B B B A B A B B A A A B B B A A A
1453,A A A B A A B B B B B A B A B A A B B B,8.278712766666668,1,a co-polymer with sequence A A A B A A B B B B B A B A B A A B B B
1454,B A A B B B B A A A B B A A B A B A A A,8.329709133333333,1,a co-polymer with sequence B A A B B B B A A A B B A A B A B A A A
1455,A A B A B B B B B A A B A B B A B A A A,8.203348533333335,0,a co-polymer with sequence A A B A B B B B B A A B A B B A B A A A
1456,B A A A A B A A A A B B B B A B B A B A,8.342752166666665,1,a co-polymer with sequence B A A A A B A A A A B B B B A B B A B A
1457,A B A A B A B A A A A B A A A A A B A B,8.094633900000002,0,a co-polymer with sequence A B A A B A B A A A A B A A A A A B A B
1458,B B A A A B A B A A A A A A B A A B A A,8.265473166666666,1,a co-polymer with sequence B B A A A B A B A A A A A A B A A B A A
1459,A A A A A A B A B A A B A A B A A A B A,8.447192866666668,1,a co-polymer with sequence A A A A A A B A B A A B A A B A A A B A
1460,B B B B A A A B A B A A A A B A B A B A,8.333404699999999,1,a co-polymer with sequence B B B B A A A B A B A A A A B A B A B A
1461,B A A B B A A A A B A A A A A A B B A A,8.590859033333333,1,a co-polymer with sequence B A A B B A A A A B A A A A A A B B A A
1462,B A A A A A A A B B B A B A A A B A B B,8.420614633333333,1,a co-polymer with sequence B A A A A A A A B B B A B A A A B A B B
1463,B B A B A A A B A A A A B A A A A A B B,8.3882483,1,a co-polymer with sequence B B A B A A A B A A A A B A A A A A B B
1464,A B B A B A B B A B B B A A A A B B A A,8.396421533333333,1,a co-polymer with sequence A B B A B A B B A B B B A A A A B B A A
1465,A B A B A B A A B A A A A B B A B B A B,8.090695433333334,0,a co-polymer with sequence A B A B A B A A B A A A A B B A B B A B
1466,B B A B B B B B B B B B A A B B B B B B,7.821201200000003,0,a co-polymer with sequence B B A B B B B B B B B B A A B B B B B B
1467,B B B B B B B B B B A A A B B B A B B B,8.065928033333334,0,a co-polymer with sequence B B B B B B B B B B A A A B B B A B B B
1468,A B A A B A B B A A B A A A B B B B B A,8.255194999999999,1,a co-polymer with sequence A B A A B A B B A A B A A A B B B B B A
1469,A B B A B A A A A A A B A B A A A A A B,8.381772233333331,1,a co-polymer with sequence A B B A B A A A A A A B A B A A A A A B
1470,B A B A A A B A A A B B B A A A A A A A,8.278298033333332,1,a co-polymer with sequence B A B A A A B A A A B B B A A A A A A A
1471,A A B A B A A A A B B A B B B A A A A A,8.625932633333333,1,a co-polymer with sequence A A B A B A A A A B B A B B B A A A A A
1472,A A B A A A A A A B A A B A A A A A A A,8.288442266666666,1,a co-polymer with sequence A A B A A A A A A B A A B A A A A A A A
1473,A A A A A A A A A A A A A A B A B A B A,8.874173966666666,1,a co-polymer with sequence A A A A A A A A A A A A A A B A B A B A
1474,B B B B B B B B A A B A B B B A B A B B,7.965634166666666,0,a co-polymer with sequence B B B B B B B B A A B A B B B A B A B B
1475,A A B B A B A A B A B B B A A A A B B B,8.402655466666666,1,a co-polymer with sequence A A B B A B A A B A B B B A A A A B B B
1476,A A A B A A A B A B A B B B B B A A B B,8.423628900000002,1,a co-polymer with sequence A A A B A A A B A B A B B B B B A A B B
1477,B B A B A A A B A A B A A B B A A A A A,8.288772333333334,1,a co-polymer with sequence B B A B A A A B A A B A A B B A A A A A
1478,A B A A B B B A B B A B A B A A A A B B,8.152694599999998,0,a co-polymer with sequence A B A A B B B A B B A B A B A A A A B B
1479,A A B A B A A B A B A A A A A A A A A A,8.3116656,1,a co-polymer with sequence A A B A B A A B A B A A A A A A A A A A
1480,A B A A B A A A B B A B A A A A A A A A,8.531755933333331,1,a co-polymer with sequence A B A A B A A A B B A B A A A A A A A A
1481,A B A B A A B A A A A B A A A A B A A A,8.13314263333333,0,a co-polymer with sequence A B A B A A B A A A A B A A A A B A A A
1482,B A B B A B B A B B A B A A B B A B B B,7.660917033333334,0,a co-polymer with sequence B A B B A B B A B B A B A A B B A B B B
1483,B B A B B A A B B B B B A B B B B A B B,7.731017033333332,0,a co-polymer with sequence B B A B B A A B B B B B A B B B B A B B
1484,A B A B B A A A A A A B A A A A A A A A,8.8132005,1,a co-polymer with sequence A B A B B A A A A A A B A A A A A A A A
1485,A B B B B B B A B A B B B B B B B A B B,7.888746499999998,0,a co-polymer with sequence A B B B B B B A B A B B B B B B B A B B
1486,B A A B B A A A B B B B A A A B A B B A,8.429949533333332,1,a co-polymer with sequence B A A B B A A A B B B B A A A B A B B A
1487,B B A B A A B B B A A A B B A A B A A B,8.3807483,1,a co-polymer with sequence B B A B A A B B B A A A B B A A B A A B
1488,A A A A A A A A B B B A A A A A A B B A,8.90915213333333,1,a co-polymer with sequence A A A A A A A A B B B A A A A A A B B A
1489,A A A A A A B A A A B B B A A A B A A B,8.478868100000003,1,a co-polymer with sequence A A A A A A B A A A B B B A A A B A A B
1490,B A A A A A A A B A A B A B B A B B B B,8.21386743333333,1,a co-polymer with sequence B A A A A A A A B A A B A B B A B B B B
1491,B B B A A B A B A B B B B B A A A A B A,8.201398866666665,0,a co-polymer with sequence B B B A A B A B A B B B B B A A A A B A
1492,B B A A A B B B B A A A A A B A A A A B,8.688217666666668,1,a co-polymer with sequence B B A A A B B B B A A A A A B A A A A B
1493,A B B A B B A A A A B A B B A A B A B B,8.038391866666664,0,a co-polymer with sequence A B B A B B A A A A B A B B A A B A B B
1494,A A A A B A A B A A A A A A B A A A B B,8.300861499999998,1,a co-polymer with sequence A A A A B A A B A A A A A A B A A A B B
1495,A A A A A A B A A A A B B A A A A B A B,8.642023366666667,1,a co-polymer with sequence A A A A A A B A A A A B B A A A A B A B
1496,A B A A B A B A B A A B A B B B B A A B,8.019167866666667,0,a co-polymer with sequence A B A A B A B A B A A B A B B B B A A B
1497,A B A A A A A A A A B A A B B A A A A A,8.490965899999999,1,a co-polymer with sequence A B A A A A A A A A B A A B B A A A A A
1498,B B B A A A B A B A A A A A A B A B B B,8.584497766666667,1,a co-polymer with sequence B B B A A A B A B A A A A A A B A B B B
1499,B A A B A A A B A A A B A A A A A A A A,8.405278033333339,1,a co-polymer with sequence B A A B A A A B A A A B A A A A A A A A
1500,B A A B A A B A A A A A B A B A A A A B,8.073952266666666,0,a co-polymer with sequence B A A B A A B A A A A A B A B A A A A B
1501,A B A B A A A B B A B A B A B B A B A A,7.971414533333334,0,a co-polymer with sequence A B A B A A A B B A B A B A B B A B A A
1502,A A A A B B B A B B B B B A B B B B A B,8.249318166666665,1,a co-polymer with sequence A A A A B B B A B B B B B A B B B B A B
1503,A A A A A A A B A A A B B A B A A B A A,8.325333366666667,1,a co-polymer with sequence A A A A A A A B A A A B B A B A A B A A
1504,A A A A A B A A B B A A A A B B A A A A,8.59621896666667,1,a co-polymer with sequence A A A A A B A A B B A A A A B B A A A A
1505,A B B A A B A B B B A A A A B A A B A A,8.213436766666662,1,a co-polymer with sequence A B B A A B A B B B A A A A B A A B A A
1506,B B B B B A B B A B B B A B B B B A B B,7.810540199999998,0,a co-polymer with sequence B B B B B A B B A B B B A B B B B A B B
1507,A B B B B A A A B A B B A B B A B B A B,7.937809166666668,0,a co-polymer with sequence A B B B B A A A B A B B A B B A B B A B
1508,B A A A A B A A A B B B A A A B A A A A,8.564660866666669,1,a co-polymer with sequence B A A A A B A A A B B B A A A B A A A A
1509,B B B B A B B B A A B B A B A A A A B B,8.262701366666665,1,a co-polymer with sequence B B B B A B B B A A B B A B A A A A B B
1510,B A B B A B B A A B B A B A A A A A A B,8.243051733333333,1,a co-polymer with sequence B A B B A B B A A B B A B A A A A A A B
1511,B A B B A B A A B B A B B A B A A A A A,8.201199066666666,0,a co-polymer with sequence B A B B A B A A B B A B B A B A A A A A
1512,B A A B A A B A B A B B A A A A A B B B,8.009356166666668,0,a co-polymer with sequence B A A B A A B A B A B B A A A A A B B B
1513,B B A B B B A A B A A B A A B A A B B B,8.184268666666666,0,a co-polymer with sequence B B A B B B A A B A A B A A B A A B B B
1514,A A A B A A A A A A A A B A A A A B A B,8.334193533333337,1,a co-polymer with sequence A A A B A A A A A A A A B A A A A B A B
1515,B B B B B B B A B B A B B A B B B B B A,7.845002766666671,0,a co-polymer with sequence B B B B B B B A B B A B B A B B B B B A
1516,A A A B B A A B A A A A A A A A A A A A,8.635669433333334,1,a co-polymer with sequence A A A B B A A B A A A A A A A A A A A A
1517,B A B A B B A A B B A A B B A A B A A A,8.1349913,0,a co-polymer with sequence B A B A B B A A B B A A B B A A B A A A
1518,B B B A B B B B B B B A A A B B A B B A,7.955034266666665,0,a co-polymer with sequence B B B A B B B B B B B A A A B B A B B A
1519,A A B B A A B B A B A B B B A B B A B B,7.842924366666665,0,a co-polymer with sequence A A B B A A B B A B A B B B A B B A B B
1520,A A A A B B A A B B A A A A A A A A B A,8.558508633333332,1,a co-polymer with sequence A A A A B B A A B B A A A A A A A A B A
1521,B A A B B B A B A B A B A B A B A B B B,7.738169100000002,0,a co-polymer with sequence B A A B B B A B A B A B A B A B A B B B
1522,B B A B A A B B A A A A B B A A A A A B,8.438984033333332,1,a co-polymer with sequence B B A B A A B B A A A A B B A A A A A B
1523,A B B B A B A B B A B A A B A B B B B B,8.000343866666665,0,a co-polymer with sequence A B B B A B A B B A B A A B A B B B B B
1524,A A B B B B A B A A B B B B A A A A B B,8.594743999999997,1,a co-polymer with sequence A A B B B B A B A A B B B B A A A A B B
1525,A B A B A B A B B B B A B B B B B B B B,7.759151333333335,0,a co-polymer with sequence A B A B A B A B B B B A B B B B B B B B
1526,B B A B B A B B B A B B B A B B B B A B,7.606764866666669,0,a co-polymer with sequence B B A B B A B B B A B B B A B B B B A B
1527,A B B B B B B A B A B B B B B B A A A A,8.368406299999998,1,a co-polymer with sequence A B B B B B B A B A B B B B B B A A A A
1528,A A A B A A A A B A A A A B A A B A B A,8.13314263333333,0,a co-polymer with sequence A A A B A A A A B A A A A B A A B A B A
1529,A A A B A B B A A A A B A A A A B B A B,8.421380566666668,1,a co-polymer with sequence A A A B A B B A A A A B A A A A B B A B
1530,B A B A B A A A A B A A A A A A A B A A,8.248392133333336,1,a co-polymer with sequence B A B A B A A A A B A A A A A A A B A A
1531,A B B B A A A A A A B B A A B A A A B B,8.438813566666667,1,a co-polymer with sequence A B B B A A A A A A B B A A B A A A B B
1532,A B A A A A A A A A A A B A B A B A A A,8.36036733333333,1,a co-polymer with sequence A B A A A A A A A A A A B A B A B A A A
1533,B B A A B B B B B B A A B A B B B A B B,8.101184566666667,0,a co-polymer with sequence B B A A B B B B B B A A B A B B B A B B
1534,B B A B A B B B A B B B B A A A B B B B,7.997950900000003,0,a co-polymer with sequence B B A B A B B B A B B B B A A A B B B B
1535,B B A B B B B A A A B B A B A A B B B B,8.15441543333333,0,a co-polymer with sequence B B A B B B B A A A B B A B A A B B B B
1536,A A A A B A A A B A B B A A A B A A A A,8.453827966666664,1,a co-polymer with sequence A A A A B A A A B A B B A A A B A A A A
1537,B B B B B A A B B B B B B A B B A B A B,7.940148200000003,0,a co-polymer with sequence B B B B B A A B B B B B B A B B A B A B
1538,A A B A A A A A B B A A A A A A A A A B,8.3914949,1,a co-polymer with sequence A A B A A A A A B B A A A A A A A A A B
1539,A A A A A B A B B B A A A A B B A A A A,8.522269766666666,1,a co-polymer with sequence A A A A A B A B B B A A A A B B A A A A
1540,B A B A A A A A B B A A A B A B A A B A,8.2676611,1,a co-polymer with sequence B A B A A A A A B B A A A B A B A A B A
1541,A B B B A A A B B B B A B B B B A A B A,8.223858633333334,1,a co-polymer with sequence A B B B A A A B B B B A B B B B A A B A
1542,B A A B B B B B A B A A A A A B B B A B,8.491286433333334,1,a co-polymer with sequence B A A B B B B B A B A A A A A B B B A B
1543,B A B B B A B B A B A B B B B A B A B B,7.660372399999998,0,a co-polymer with sequence B A B B B A B B A B A B B B B A B A B B
1544,A B B B A A A A B B A B B A A B B B B A,8.285612500000003,1,a co-polymer with sequence A B B B A A A A B B A B B A A B B B B A
1545,B A A A A B A B B B A A A B A B B A A B,8.297982633333335,1,a co-polymer with sequence B A A A A B A B B B A A A B A B B A A B
1546,B B A A A A A B B B A A B B B A B B A A,8.557748400000001,1,a co-polymer with sequence B B A A A A A B B B A A B B B A B B A A
1547,A A B A A A A B B B A A A A B A A B A A,8.6959667,1,a co-polymer with sequence A A B A A A A B B B A A A A B A A B A A
1548,A B A A A A B A A B A A A B B B A B B A,8.281838266666666,1,a co-polymer with sequence A B A A A A B A A B A A A B B B A B B A
1549,B B A A B B B A B B A A A A A A A A A A,9.083198866666669,1,a co-polymer with sequence B B A A B B B A B B A A A A A A A A A A
1550,B B B B B B B B B A A B A B A B B B B B,7.748238766666665,0,a co-polymer with sequence B B B B B B B B B A A B A B A B B B B B
1551,B B A A A A A A A B A A A A A A B A A A,8.778443333333334,1,a co-polymer with sequence B B A A A A A A A B A A A A A A B A A A
1552,A B A B A A B A B B B A B B B B B B B A,8.110043633333332,0,a co-polymer with sequence A B A B A A B A B B B A B B B B B B B A
1553,A A B A B A B A A A A B B A A A B A A B,8.121399766666666,0,a co-polymer with sequence A A B A B A B A A A A B B A A A B A A B
1554,B B A A B B B A B B B A B A A B A B B B,7.968907799999998,0,a co-polymer with sequence B B A A B B B A B B B A B A A B A B B B
1555,B B A A B B B B B B A B A B A A B A A A,8.228928699999999,1,a co-polymer with sequence B B A A B B B B B B A B A B A A B A A A
1556,A A A B B A B A A A A A A A B A A A A B,8.55604656666667,1,a co-polymer with sequence A A A B B A B A A A A A A A B A A A A B
1557,A B A A A A B A A B B A B B A A B B B A,8.1991325,0,a co-polymer with sequence A B A A A A B A A B B A B B A A B B B A
1558,B A A B A B A B A A B A A A A A A B A B,7.964675966666666,0,a co-polymer with sequence B A A B A B A B A A B A A A A A A B A B
1559,A B A B B B B B A B B B B B B A A B B B,8.002438366666667,0,a co-polymer with sequence A B A B B B B B A B B B B B B A A B B B
1560,A A B A B A A B A A A A A A A B B B A B,8.486748733333336,1,a co-polymer with sequence A A B A B A A B A A A A A A A B B B A B
1561,A B B A B B B A A A B A A A B B A A A B,8.251526666666669,1,a co-polymer with sequence A B B A B B B A A A B A A A B B A A A B
1562,B A A A B A B A A A A A B B A A B A B B,8.15193063333333,0,a co-polymer with sequence B A A A B A B A A A A A B B A A B A B B
1563,B B A B B A B A B B B B B B B B B B A A,7.984834899999999,0,a co-polymer with sequence B B A B B A B A B B B B B B B B B B A A
1564,B B B B A B B A B B B B B B A B A B A B,7.7739977666666675,0,a co-polymer with sequence B B B B A B B A B B B B B B A B A B A B
1565,A A A A A B A A A B A A A A A A A A A B,8.479150433333336,1,a co-polymer with sequence A A A A A B A A A B A A A A A A A A A B
1566,A B A A A A B A A A A B B B B A A A A B,8.593649433333333,1,a co-polymer with sequence A B A A A A B A A A A B B B B A A A A B
1567,A A B A A A A B A A A A A A A A B B A A,8.670506633333334,1,a co-polymer with sequence A A B A A A A B A A A A A A A A B B A A
1568,A B B B A B A B B B A B B A A A B A A B,8.065794433333334,0,a co-polymer with sequence A B B B A B A B B B A B B A A A B A A B
1569,A A A A A A B B A A B A A A A A B A A A,8.527243333333333,1,a co-polymer with sequence A A A A A A B B A A B A A A A A B A A A
1570,B A B B A B A B A A A B B B A B B B B A,7.936923866666669,0,a co-polymer with sequence B A B B A B A B A A A B B B A B B B B A
1571,A A B A B B B B B A A B B A B B B B A B,7.925285133333334,0,a co-polymer with sequence A A B A B B B B B A A B B A B B B B A B
1572,B A A B A B B A A B B A A B B B A A B B,7.920646833333333,0,a co-polymer with sequence B A A B A B B A A B B A A B B B A A B B
1573,B B B A B A B B B B B B B B B B A B A B,7.738408333333332,0,a co-polymer with sequence B B B A B A B B B B B B B B B B A B A B
1574,A B A A B A A A B B B B B A A A A A A B,8.524226066666667,1,a co-polymer with sequence A B A A B A A A B B B B B A A A A A A B
1575,A A A A A A A B A B A B A A A B B A A A,8.452389066666667,1,a co-polymer with sequence A A A A A A A B A B A B A A A B B A A A
1576,A A B B B A A A B B A B A A B A B B A A,8.258937800000002,1,a co-polymer with sequence A A B B B A A A B B A B A A B A B B A A
1577,B B A B B A A A B A B B A B B A B B A B,8.026827300000003,0,a co-polymer with sequence B B A B B A A A B A B B A B B A B B A B
1578,A A B A A A B B A A B A A A A A B A B A,8.387968933333331,1,a co-polymer with sequence A A B A A A B B A A B A A A A A B A B A
1579,A A B A A A A A B A A A B A A A B A A A,8.077572400000001,0,a co-polymer with sequence A A B A A A A A B A A A B A A A B A A A
1580,A A A B B A B B B A B B B B B B A B A A,8.141355333333332,0,a co-polymer with sequence A A A B B A B B B A B B B B B B A B A A
1581,A B B B B A B B B B B A A A A B B B A B,8.127588833333336,0,a co-polymer with sequence A B B B B A B B B B B A A A A B B B A B
1582,A A A A A B A A A A B A B A A A B A A A,8.19699536666667,0,a co-polymer with sequence A A A A A B A A A A B A B A A A B A A A
1583,B B B B B A B A B B A B B B B B B B B B,7.745533533333337,0,a co-polymer with sequence B B B B B A B A B B A B B B B B B B B B
1584,A B B A A B B B B B A B B B B B B A B B,7.944055866666666,0,a co-polymer with sequence A B B A A B B B B B A B B B B B B A B B
1585,B A A A A A A A A B A A B A B B B B B B,8.6313692,1,a co-polymer with sequence B A A A A A A A A B A A B A B B B B B B
1586,B B A A A A A A A A A A B A A A B A A A,8.474189700000002,1,a co-polymer with sequence B B A A A A A A A A A A B A A A B A A A
1587,B B A A B A A B B A B A A A B A A A B A,8.096618800000002,0,a co-polymer with sequence B B A A B A A B B A B A A A B A A A B A
1588,B B B A B B B B B A B B B A B A B B B B,7.618746233333331,0,a co-polymer with sequence B B B A B B B B B A B B B A B A B B B B
1589,B A B B B A A B B B B B A B A B B B B B,7.8991939333333345,0,a co-polymer with sequence B A B B B A A B B B B B A B A B B B B B
1590,A B A A A A A A A A B B A A A B A B B A,8.328001766666667,1,a co-polymer with sequence A B A A A A A A A A B B A A A B A B B A
1591,A A A A A B A A A A B A B A B A A A A B,8.324220100000003,1,a co-polymer with sequence A A A A A B A A A A B A B A B A A A A B
1592,B A A A A A B A A A A A A B A A A A B B,8.468853733333333,1,a co-polymer with sequence B A A A A A B A A A A A A B A A A A B B
1593,B B A B B B A B B B B B B B B B A B B A,7.68427533333333,0,a co-polymer with sequence B B A B B B A B B B B B B B B B A B B A
1594,B B B B A B B B B A B A B B A A A B A B,8.0709441,0,a co-polymer with sequence B B B B A B B B B A B A B B A A A B A B
1595,B B B B A B B A A A A A A A B A A B A A,8.607265433333332,1,a co-polymer with sequence B B B B A B B A A A A A A A B A A B A A
1596,A A A A B B A B A B A A A A A A B A A A,8.434810366666667,1,a co-polymer with sequence A A A A B B A B A B A A A A A A B A A A
1597,A B A B B A B B B B B A A A A B B A A B,8.403912633333332,1,a co-polymer with sequence A B A B B A B B B B B A A A A B B A A B
1598,A A A B A A A A A A B A A B A A A B A A,8.304936000000001,1,a co-polymer with sequence A A A B A A A A A A B A A B A A A B A A
1599,A A A A A A A A A A B A A A A B A B A B,8.325637099999998,1,a co-polymer with sequence A A A A A A A A A A B A A A A B A B A B
1600,A A B A A A B B A A A A B A A A A A A A,8.366216733333333,1,a co-polymer with sequence A A B A A A B B A A A A B A A A A A A A
1601,B B A A B B A A A B A A A A B A B B B A,8.349609633333332,1,a co-polymer with sequence B B A A B B A A A B A A A A B A B B B A
1602,B A A A A B B A A B A A B A B A A A A A,8.206254400000002,1,a co-polymer with sequence B A A A A B B A A B A A B A B A A A A A
1603,A B A A B B A B B B B B B B B B B A A B,8.0605734,0,a co-polymer with sequence A B A A B B A B B B B B B B B B B A A B
1604,A A B A A B A B B A B B A B A B A B B A,7.737116800000001,0,a co-polymer with sequence A A B A A B A B B A B B A B A B A B B A
1605,B B A A A A A A B B B A A B B A A A B A,8.650287899999997,1,a co-polymer with sequence B B A A A A A A B B B A A B B A A A B A
1606,B B A B B A B B B B A B A A A B B B A B,7.835334733333337,0,a co-polymer with sequence B B A B B A B B B B A B A A A B B B A B
1607,B B A B A A B B B B B B B B B B B B B B,7.946747699999999,0,a co-polymer with sequence B B A B A A B B B B B B B B B B B B B B
1608,A B B B B B B B B B B B B A B B B B A B,7.802753299999999,0,a co-polymer with sequence A B B B B B B B B B B B B A B B B B A B
1609,A B A A A B B B A B B B B B A B B B A B,8.10447643333333,0,a co-polymer with sequence A B A A A B B B A B B B B B A B B B A B
1610,B B A A B A B B A A B B A B B A A B B B,7.993728366666666,0,a co-polymer with sequence B B A A B A B B A A B B A B B A A B B B
1611,B B A B B B B B A B B A A B A B B B B B,7.965230233333333,0,a co-polymer with sequence B B A B B B B B A B B A A B A B B B B B
1612,B A A B B B B B B A A B B B B B B B B B,8.085821033333332,0,a co-polymer with sequence B A A B B B B B B A A B B B B B B B B B
1613,A A A B A B B A A A A B A B B B A B B A,8.318029366666666,1,a co-polymer with sequence A A A B A B B A A A A B A B B B A B B A
1614,B B A B B B B B B A B B B B B A A B B A,7.944055866666666,0,a co-polymer with sequence B B A B B B B B B A B B B B B A A B B A
1615,B B A B B A B B A B B B B A A B A B B B,7.791845,0,a co-polymer with sequence B B A B B A B B A B B B B A A B A B B B
1616,B B B B B A A B B B B B A A B B A B B A,8.0650776,0,a co-polymer with sequence B B B B B A A B B B B B A A B B A B B A
1617,B B B B A B A B A A A B B B B A A A B A,8.220819933333333,1,a co-polymer with sequence B B B B A B A B A A A B B B B A A A B A
1618,B B A A B A B B A B B B A A A A A A B A,8.418463966666668,1,a co-polymer with sequence B B A A B A B B A B B B A A A A A A B A
1619,B A B B B B B B B B A A B B B A B A B B,7.888607499999999,0,a co-polymer with sequence B A B B B B B B B B A A B B B A B A B B
1620,B B B B A B B B B B B B B A B B B A B B,7.4975383,0,a co-polymer with sequence B B B B A B B B B B B B B A B B B A B B
1621,A B B A B A B B B B A A A A B A B B B A,8.199257399999999,0,a co-polymer with sequence A B B A B A B B B B A A A A B A B B B A
1622,B A A B A A B A B B A A B B A A B B B B,8.271477566666668,1,a co-polymer with sequence B A A B A A B A B B A A B B A A B B B B
1623,B B A B B B B A B A B B A B B B B B B B,7.662698999999998,0,a co-polymer with sequence B B A B B B B A B A B B A B B B B B B B
1624,B B B A B A B A A A A A A B A A B A A B,8.171367833333333,0,a co-polymer with sequence B B B A B A B A A A A A A B A A B A A B
1625,A B A B B B B A B B A B B B A B B A B B,7.552059366666668,0,a co-polymer with sequence A B A B B B B A B B A B B B A B B A B B
1626,A B A A B A A B A B B A B B A A A A A B,8.042045633333332,0,a co-polymer with sequence A B A A B A A B A B B A B B A A A A A B
1627,A B B B B A B B A A A A B A A B B A B A,8.070170066666668,0,a co-polymer with sequence A B B B B A B B A A A A B A A B B A B A
1628,B A A A A A A A B B A A A A B B A A B A,8.472334533333333,1,a co-polymer with sequence B A A A A A A A B B A A A A B B A A B A
1629,B A A A A A A A A A A A A A A B A A A A,8.501191633333333,1,a co-polymer with sequence B A A A A A A A A A A A A A A B A A A A
1630,B B B B B A B A A B A B B A B A B B B A,8.000343866666665,0,a co-polymer with sequence B B B B B A B A A B A B B A B A B B B A
1631,A B B B A B B A A B B A A B B B B A B A,8.240542733333331,1,a co-polymer with sequence A B B B A B B A A B B A A B B B B A B A
1632,B B B B B B B A B B A B B B A A B B A A,7.978188666666666,0,a co-polymer with sequence B B B B B B B A B B A B B B A A B B A A
1633,A B B B B B B B B B B B A B B B B B B B,7.498583233333333,0,a co-polymer with sequence A B B B B B B B B B B B A B B B B B B B
1634,B A B B B A B B B A B B B B B B A B A B,7.717222766666671,0,a co-polymer with sequence B A B B B A B B B A B B B B B B A B A B
1635,A B B A B A A B A A B B B A B B B B B B,7.969155933333331,0,a co-polymer with sequence A B B A B A A B A A B B B A B B B B B B
1636,A B B B B B A B A B B A B B B A B B B B,7.819910266666666,0,a co-polymer with sequence A B B B B B A B A B B A B B B A B B B B
1637,A A A A A A B A A A A A B A A A B A B B,8.563735633333332,1,a co-polymer with sequence A A A A A A B A A A A A B A A A B A B B
1638,A B B A A A A A A A A A A A A A B B B B,8.928801,1,a co-polymer with sequence A B B A A A A A A A A A A A A A B B B B
1639,A B B A B B B A B B B B A B B B B B B B,7.723876099999998,0,a co-polymer with sequence A B B A B B B A B B B B A B B B B B B B
1640,A A A A A B B A B B A A A B A A A B A A,8.300770433333332,1,a co-polymer with sequence A A A A A B B A B B A A A B A A A B A A
1641,A A A A A B A B B A B B A A B A B B A B,8.201199066666666,0,a co-polymer with sequence A A A A A B A B B A B B A A B A B B A B
1642,B B A B A A B B A A A A B A A B B B A A,8.367889466666666,1,a co-polymer with sequence B B A B A A B B A A A A B A A B B B A A
1643,A A B A A B B B B A A A B B A B B A A B,8.191201199999998,0,a co-polymer with sequence A A B A A B B B B A A A B B A B B A A B
1644,A B A A B A A A B A B A B B A A B A B B,7.922492100000001,0,a co-polymer with sequence A B A A B A A A B A B A B B A A B A B B
1645,A A A B A A A A A B B A A A B A A A A A,8.3170265,1,a co-polymer with sequence A A A B A A A A A B B A A A B A A A A A
1646,B B A A A B A B B B A A A A B A A A A A,8.5831353,1,a co-polymer with sequence B B A A A B A B B B A A A A B A A A A A
1647,B A B B A B A A B B B B B A B B B B A B,7.793918466666664,0,a co-polymer with sequence B A B B A B A A B B B B B A B B B B A B
1648,B B B B B B A A B A A B A B A B A B B A,8.091495966666663,0,a co-polymer with sequence B B B B B B A A B A A B A B A B A B B A
1649,A B B B B B A A B A B B A B A B B B A A,8.103404233333334,0,a co-polymer with sequence A B B B B B A A B A B B A B A B B B A A
1650,A A A A B A B A A A A A B A A A A A A A,8.420033666666667,1,a co-polymer with sequence A A A A B A B A A A A A B A A A A A A A
1651,A B B A A B B B A B A A B B A A A B A A,8.173252466666668,0,a co-polymer with sequence A B B A A B B B A B A A B B A A A B A A
1652,B A A A A A A B A B B A A A B A A A A A,8.440533533333333,1,a co-polymer with sequence B A A A A A A B A B B A A A B A A A A A
1653,A A A A A A A A A A A B B A A B A A A A,8.775762499999997,1,a co-polymer with sequence A A A A A A A A A A A B B A A B A A A A
1654,B B A B B B B A A B B B B B B B A B B B,7.884451566666666,0,a co-polymer with sequence B B A B B B B A A B B B B B B B A B B B
1655,B B A B A A A B A A A A A B A A A A A A,8.563735633333332,1,a co-polymer with sequence B B A B A A A B A A A A A B A A A A A A
1656,A B A B A B B A B B A A B A A B A A A B,7.940139266666666,0,a co-polymer with sequence A B A B A B B A B B A A B A A B A A A B
1657,B B B B B B B B B A B A B B B B B B B B,7.710434699999999,0,a co-polymer with sequence B B B B B B B B B A B A B B B B B B B B
1658,B B B B B B B A B B B B B B B A B B B B,7.7018175999999965,0,a co-polymer with sequence B B B B B B B A B B B B B B B A B B B B
1659,B B B A B A A A A A A A B A A B A A B B,8.217011633333332,1,a co-polymer with sequence B B B A B A A A A A A A B A A B A A B B
1660,A B B B A A A B B A B B B A A A B A A A,8.5460156,1,a co-polymer with sequence A B B B A A A B B A B B B A A A B A A A
1661,B B B B B B B B A A B B B A B A A A A A,8.451197199999998,1,a co-polymer with sequence B B B B B B B B A A B B B A B A A A A A
