sequence,E_adh
B A B A A A A B A A A A A A B A B A A A,8.336916599999999
A B B A A B A A B A B A A A B B A A A B,8.002308833333332
B B A A B B B B B A B A B A A A B A A A,8.423628900000002
B A A A A B A A A B B A A B B B A B A B,8.0707211
B A A B A A A A A A B B A B B A A A A B,8.57333423333333
B B A B B B B A B A B A A B A B B B A A,7.857326900000004
A B B B B B B B A B B A A A A A B A B A,8.353173833333331
B A A A A A B A A A B A B A B A A A A A,8.255249133333335
A A B B A B A B B A B A A A B A B B A B,8.091074166666665
A B B B B A B B A A A B A B B B A A A B,8.219721933333332
A B A A A A A A A A A B A A B A A A A A,8.52547453333333
A B A A B A A A B B B B B A A B B B B B,8.4007043
B B A B B A B B B B B B B A B A B B A A,8.083461599999998
A B B B A A A B B A B B B B B A A A B A,8.44969773333333
A B B A A B A A A B A A A A A A B A A B,8.247090266666664
A A A A B A B A A A A A A A A A A B A A,8.611145333333335
A A A B A B B B A B B B B B B A A B A A,8.118941499999998
B B A A A A B A A B B B A B B A B B B B,8.411797366666665
A A A B A A B A A A A A A A A B A A B A,8.435858299999998
B A B B B B B B A B B B B B A B A A A B,8.009387333333333
B A A B B A B B A A A B A A B A B B B B,8.237622466666666
A B A A A B A A A A A B A A A A A A A B,8.405902433333335
A A A A B B A A A B A B A A A A A B A B,8.306929333333331
A B A A B B A A A A A A A B B A B A A A,8.579026400000002
B A B B A B B B B A B B B B B B B B B B,7.6662757666666685
B A B B B B B B A A B B B A A B A B B B,7.992575133333331
B A B B B A A A B B B A A A B A A B A A,8.454058833333331
B B B B B B B B A B B B B A B A A A A B,8.283593266666667
A A B A A A A A A A A A B B A B B A B A,8.602886
B A A A A A B A A B B B A A A B B A A B,8.560145633333331
B A B B B A A B B B B A A A B B A B B B,8.1074272
A A A A B B B A B B B B A A B B A B A A,8.415458
B A A B A B B A A B A A A A A A B A A A,8.444551166666665
A A B B B A A A A A B B A B B B B B B B,8.598093600000002
A A A A A A A B A B A A A A A A A A A A,8.524744600000002
B A A B B A B B A A B A B B B A B B A A,7.927991933333333
A A A B A B B B A B A B A B A B A B B B,7.884983900000002
A A B B A A A A B A A A A A B A A B A A,8.410144566666665
A A B A A B B B B B B B A B B B B B A B,8.022482533333335
A A A A A A A B A A A A B A A A A B B A,8.524160933333333
A A A A A A A A B B A A A A A A A A A A,9.03433956666667
B B B B B A A B A B A A B A B B B B A B,8.160279199999996
A B A B A A B B B B A B A B B A A A A A,8.422807433333334
A B A A A B A A A A A B B B B A A A B A,8.418662633333334
A B B B A A B B B A A A A B A A A B A A,8.518659633333332
B A B B B B B B A B A A B A B B B A B A,8.032958766666665
B A A A B A B A A B B A A A B B A A B A,8.186983633333332
B A B A B B B A A B B A B B A B B B B B,7.779821433333334
B A B A A B A B B A A A A A A A B A A A,8.343671200000003
A B A B A A A A B B B A A B A B A A B A,8.014271933333335
A A A A B A A A A A A A A B A A B B A A,8.43191376666667
A A B B B B B B A B B B B B B A B B B B,7.924229499999999
B A A A A B A B B A B B B B B B A A A A,8.480701366666667
A B A A B A A A A A A B B B A A A A A A,8.6858604
B B B B B B B B B B B B B B A B B B A B,7.776382633333334
B A A A B B B A B B B B A A A B B A A A,8.549663966666664
A B A B A A B A A A A A A A B A B A A B,8.284948100000001
B B B A A B B A A B B B B A B A B B A B,7.832302466666666
A A A A B A B B B A A A A A B A B B B A,8.389350366666665
B B B A B B A B B B B B B B B A B A B B,7.455933900000003
A A A B B B A B B B A A A A B B B A B A,8.613827100000002
B B B B A B B B B A B B B B A A A A B B,7.980327833333332
A A A B A B A A A A A A A A B B A A A A,8.532449533333336
B A B A B A B B B A B B A A A A B B A B,8.13876566666667
B B A B B B A B A B B A A A A B B A A B,8.036375133333333
A A B A B A B B A A A A A B A B B A A B,8.227429
B A B B B B B B B B B A B B A A A A B B,8.3933711
A A A A A A B A B B B A A B A A B A A B,8.353126833333334
A B B A A A B B B B A A B B A B B B B B,8.067222633333332
A A B A A A A A B B B A B A B A A A B A,8.310019933333335
B B B A A B B B A B B B A B B B B B B B,7.949292
B A A B B B A A B B B B B B A B B B A B,7.949468299999999
B B B B B A A A B B B B B A B B B A B B,7.949986599999999
A B A A B A B B A A A A A B B A B A A A,8.264247266666668
A B A B B A B B B B A B B B B B B A A A,7.917687366666666
B B A A B B A A B B B A A A B B B A B B,8.365314766666668
B B A A A B A B B B A B B A B A A A B A,8.0764135
B B B A B B A A A B A B B B B B B A A A,8.293091800000003
B B A A A B B A A B A A A A B B B A A A,8.613737333333331
A A A A B B B B B B A B A B B B B B B A,8.368406299999998
A B B B A B B B B B B B A A B B B B A B,7.855784333333332
B B B B B B A B B B B B A A A B B A B B,7.875264400000001
B B B A B B B A B A B B B A A B B A B B,7.728789266666666
B B B A B B B B B B B B B B B B A B A A,7.835431000000002
A A A A A B B A A A B A A B A B A A A B,8.104395066666669
A A A A A A A A A A B B A A A A A A A A,9.03433956666667
A A B A B A B A A B A B B A A A B A B A,8.045116
A A A A A B A B A A B B B B B A A B A B,8.620346833333334
B A B B B A B B B B B B B A A B B B B B,7.846799066666671
A A B A A A B A A A B B A B B A A A A A,8.300770433333332
A B B A A B B B B B A B B B A A A B B A,8.24314683333333
B B A B B B A A B A A A B A A A A A A A,8.558459266666667
B A A A B B B B A B A A B B B B B B A B,8.134512166666669
A A B B B B B B B B B B B B B B A B B B,7.904509666666668
A A B A B A A A B A A A A A B A A A A B,8.212204499999997
A A A A B B B A A B A A A B A B B B A B,8.427059499999999
A A A A A A A A A A A A B A B A A A A B,8.644016233333332
A A A A A B A B A A A A B A B B A A A B,8.538983766666666
A A A B B A A B A A A A A A A A A A B A,8.657323233333335
B A A B A A A A B B A A A B A A A A A A,8.363287700000006
B A A A B B B B B B A B B A B A B B A B,7.989945366666667
A B A A A A B A A A B A B A A A A A A B,8.240593966666669
A A A A B B A A B A A A A A A B B A A A,8.679388999999999
A B B B B A A A A A A B A A B B A A B A,8.727454533333335
B B A B B A A B B A B A A B B B B B A B,7.9568899333333345
A A B A A B A A A A A A B A A A B A A B,8.283996499999999
A B B A B A B B B B B A B A B B B B B B,7.9021028
B B B B A A B B B A A B A A B A B A A A,8.3635201
A A A B A A A A B A A A A B A A B A A A,8.055594833333334
A B A A B B A B B B B A A A B A A B A A,8.223930566666668
B A A A A A B A A A B A A A A B B A B A,8.435295700000001
B B A B B B B A A A A A A A A B B B B A,8.782693066666667
A B A B A B A A A B B A A B B B A A A B,8.318428766666667
A A A B B B B A A A A B B A B A B A A A,8.419221100000003
B B B B B B B B B B A B A B B B B B A B,7.705014233333332
A B A A A A A B A B A A A A B A A A A B,8.1531967
A A B A A B B A B B B A A B B B A B B B,8.115472366666665
B B A A B A B A B B A B B B B A B B B B,7.957911066666668
A B B A A A A A A A B A A A A A A B A A,8.522338066666668
B A B A B B B B B B B B B A B B B B B B,7.692896966666666
A A A B A A A B B A A B B A B B B A A B,8.268330366666664
A B A A A A A A B B B A A A A B A A A A,8.789145966666668
B A B B B A A A B B A B A A B B B B A B,8.1955766
B B A A A B B B B B B B B B B B B B B B,8.073335766666668
B A A A A A A A A B B A A A B B B B A B,8.726193799999999
A A B A B B A B B B A A A B B B B B B B,8.172079933333336
B A A B B B B B B A B B B B B B B B B B,7.958723600000003
B B B B B A B B B A B B A B B B B A B B,7.682021933333335
A B A A A B A A B B B A B B B A A B B B,8.1741402
A B A B B A B A B A B A A A A A A B B A,8.310615933333331
B A B A B A A A B B B B B B B A B B B B,8.12144706666667
B B B B B B B A B B B A B B A B B A B B,7.7697576333333345
B B B B B B B A A B B B B B B A A B B B,7.998125833333333
A B B B B B A B B B B A A B B A A B B B,8.018407300000002
A A A A B A A A B B B B B B B A B A A A,8.863742833333333
A A A B A A A A B B B A A A A B A A B A,8.402793699999997
A A B A B A A B A A B A A A A B A A A A,8.067947100000003
B A A A A A B A B A A B A B A A B B A A,7.955180999999998
A A A A A B B B B A B B B B A B A B B A,8.375728233333332
B B B A B B B B B B A B B B A B A B A A,8.042127866666672
A A A A B B B B B A A A B B A A A B A B,8.718103466666667
B A A B A A A A B A A A A A B B B A B B,8.694019933333333
A B B A B A A A A A A A A B A A B B B A,8.579476266666665
B B A B A A B B B B B B A B B B A B B B,7.701813166666669
A B B A A B B B A B B A B B B B B A A B,7.897764366666664
B B B B B B B B A A B B A A A B A B B B,8.183550399999998
A A A A A A B A B A B B A B A A A A A A,8.754588599999998
B B B B B B B B B B B B A A B A B B B A,7.959215066666667
A B A A A B B B A A A B A A A B B B B B,8.627039633333334
B B A A B B B B B B B B A B B A A B B B,8.180155133333335
B B A A B B B B B B B B B B B B A B B A,7.9196801333333315
B B B B A A B A B A A A A A A B A B A A,8.686166533333333
A B B B B B A B A B B B B A B B B B B B,7.793195433333334
B B B B B B B B B A B A B B B B A B A B,7.722304933333335
A A B A A B B B A A A A A A B A A B B A,8.281153033333334
A A A A B B B A B A A B A B A A A B A B,8.215130566666662
B A B B B B B B B B B A B B B B B A A A,8.026122233333332
B A A B B B B A B B A B B A B A B B B A,7.646585300000002
B B A B B A A A A A A B A A A B B A A A,8.6756538
A A A A A A A A A B A B B A A A A A A A,8.5496591
A A B B A B A B B A B B B B A B A B A B,7.6061060666666656
B B B B B B B B A A B B A B A B A A B B,7.842472700000002
B B A A B A A B B B B B B B B B B B B B,8.203084666666665
B B B A A B A B B B B B B B B A A B B B,8.107232966666661
B A B A A B A B A B B B B A A A B B B B,8.068924666666668
B A B A B B B B A B B B B B A B B A B B,7.591305833333331
A B A B B A A A A A A A A B A A A B A A,8.502204599999999
B A A B B A A B A A B A A B A A A A B B,8.196628533333334
A B B B B B B B B A A A A B B B B B A B,8.201730799999998
B A B A B B B B B B A B A B B A B A A B,7.869846733333333
A A A A A A A A A B B A B B A A A B A A,8.728403333333334
A B B A B A A A B B A A A A A A B A A B,8.416391733333333
A B A B B A A A A A A A A A A B A A A B,8.4898445
A B B A B B A A A B B B B B B B A B B B,7.955034266666665
B B B A A B B B B B A B A B A B B B B A,7.84360546666667
A A B B A A A A A A A B B B A A B A A A,8.3353226
A A B B A A A B A B B A A A A A A A A A,8.5967179
A B A A A A A A A A A A A A A A A B A A,8.496925033333332
B B B A A A B A B B B B A A A A A A A A,9.135434733333335
B A B B B B B B A B B B A B B B B A B A,7.819391266666667
B B B B B B B A B B B A B A B A B B A A,7.758610166666669
B B A A B B A B B A B B B A B B B B B B,7.878116199999996
B B B B B B B A B B A A A B A A B B B B,8.291083866666668
B B B B A B B B B A B A B A B B B A B B,7.696308800000001
A B A B B A B B A A A A A A A A A A A A,8.693762200000004
A B A A A B A B A A B A A A B A A B B A,8.067318499999997
A A A A A A A B B A A B A B B A A A A A,8.464721600000003
A B A B B B B B B A B B B A A B A A B B,8.039084866666668
A B A A B B B B B B B B A A B B B B B B,8.075644599999997
A A A A A B B A B B A A A A B A B A A A,8.747343133333334
A A B A A A A B A A A A B A A A A A A A,8.6948707
B B B B B B B B A B B B B B B B A B B A,7.6211112
A B A A A B A B B A B A A A A A A A B B,8.222159900000001
B B B A B A B B B B A A B B A B A B B A,7.8178065
B B A B B B A B B B B B B B B B B B B A,7.780587966666667
B A A A A A B A A A B A A A B A B A A A,8.187907833333334
B A A B A A A A B A B A A B B A A A B B,8.335123300000001
B B B A B A B B B B B B A A B A B B B B,7.95926836666667
A A B A B A B B A A A B A A A A B A A A,8.320923866666668
B A A A A B A B B B A A B A B A A B B A,8.1345137
B A A B A B A B A A A B A B B A A A B A,8.056593933333334
B B B A B B B A B A A B B A A A A B B B,8.140241866666665
A A A A A B A B B A A B B B B B B B A A,8.787364533333333
A A B A A B A B A B B A B B B A B B B A,7.706908666666665
A A B A B A A A A A A A A A B A B A A A,8.269520566666667
A A A A A A A B A A B A B A A B A B A A,8.338719566666667
B B A A A A A A B B A B B A B A B A B B,8.2526689
B B A B A B B B A B B B B B B B B B B A,7.798136666666668
B A A B A B B A A A A B B A A B A B B A,8.176386399999998
A A A B A B A B B A A B A B A A A B B A,8.308707799999999
B B B B A A A A A A A A A B A B A A A A,8.652533066666669
A A A A A A B A A A B B A A B B A A A A,8.63609566666667
B B B A B B B B B B B A B B B A A A A B,8.335272266666665
A A B A A B A A B A A B A A B B B B B B,8.30984306666667
A A A B A A B B A A A A B A A A B A A A,8.43087083333333
A B A A A B B A A A A A A A B A B A B A,8.244734233333336
A B A A B A A A A B A B A B B B B B B B,8.395168466666668
B B B B B B B B A A A A B B B A A A A B,8.61912356666667
A A A A B B A A A B A A A B A A A A A A,8.358079066666667
B A A A A B A A A A A A A A A A A B B A,8.808438466666669
B B A A B B A B A B B A A B A A B B B A,7.882534333333334
A A A A A A B A A A A A A A A B A A A A,8.642494166666667
B B A B B B B B B A A A A B B B B B A B,8.225970500000004
B A B B A A B B A B B B B B A B B A A B,8.142155633333333
B A A A A A A B A A A A A A A A B A A A,8.58694123333333
B A B B A B B B B A B B B B A B B B A A,7.927248500000003
A A A B B B B A B B B A B B B A B B B B,7.960744133333332
A A A A A B A A A A B A B A A B A A A B,8.432204666666665
B B B A A A B B B A A B A A B B B A B A,8.19151186666667
A B B A A A A B A A A A A A A B A A A A,8.379457899999998
B B B B B B B B B A B B A B B B B B A B,7.727510099999998
B B A B B B A B B A B B A B B A A A B A,7.955954533333335
B A B A A A A A A A A A B A A B A B A A,8.313879833333333
B B A B B B A B B B B B B B B A B B A B,7.635531266666666
B A A A A B B B B B A B A B B A A A A B,8.644785666666666
A A B A B B A A A A A A B A B B A A B B,8.4992709
B A A A A B B B B B A A B A B B B B A B,8.219929766666665
A A A B A A B B A A A A B B B A A B A A,8.665553366666668
B B B B A A A B B B B A A B A B A A A B,8.493188533333333
A B A A A B A A A A A B A A A A A B B B,8.457955866666667
A A A A B A A B A A A B A A A A A B A A,8.326431466666666
B B B A B A B B A A A A B A B B B B A B,8.1099386
A B A B B B A A B A B B A B B B A B A B,7.6080182
A A A A A A A A B A A B B B A B B B B B,8.703381966666669
A A B A A A A A A B A A B A B A A A A A,8.378539766666666
B A B A A B B B B B A B A B A B A B A B,7.995074600000004
A A A B B B A A B A A A A A A B A B A B,8.459979066666666
B B B B B B B A B A A B B A A A B B B A,8.171330533333334
B B A B B B B B A B A A B B B B B A B A,7.893115133333334
A B A B A A A B A A A B A A A A B B B B,8.429656366666666
A A A A B A B B B B A B B A B B A B B A,8.1428178
A A A A B A A A A A B B A A A B A A A B,8.362396366666665
B A A A B B B B A A A A A A A A B A A B,8.4985984
B A B B B A B A A B B A B B B B B B A B,7.7085264333333345
B B A A B A B B B A A B B A B B A B A B,7.760866133333334
B B A B A B B B B B B A A B B B B B B B,7.940918
A A A A A A A A B A B A A A B A A B B A,8.508902666666668
A A A B A A A A B B B B A A A B A B B A,8.5681912
A A A A B A B A A A B A B B A B B A A A,8.234048733333331
A B A B B B A B B A A A A B A B A B B B,8.138471800000001
B B B B A A B A B B B A B B B A A B B B,7.981288933333332
B A A A B A B A A B B B B A A A B B B B,8.493188533333333
B B B A A A A A A A A B B A B B B A B B,8.6538259
B B B A A B B B B A A B B A B A A B B B,8.241342433333335
A A B A A B B B A A B A B B B B A A A A,8.486588066666666
B A B A B B A B B B A B B B B B B B B B,7.886960999999999
A B B A B B A B B B B B A B B B B A B B,7.5721048
B B B B B B B A B A A A A B B B B A B A,8.217415466666665
A A A A A A A A A A B B B A A A B A A A,8.70379323333333
A B B B B A B B B B B B B B B B B B A B,7.794541366666664
B B B B B B B A B B B A B B B B A A B A,7.925565433333331
B A B B A B A A A A A A A A A A A B A B,8.464688600000002
B A B A A A A B A A B B A A A A A A A A,8.272400033333334
B B B B B B B B B B A B B A A B B B B B,7.982888000000004
B A B B A B B A B B B B B A B B A A B B,7.6918063
B A B B A B B A B B B A B B A B B B B B,7.668879433333336
B A B B B A B B B B B A B B B B A B A B,7.581432233333329
A B B B B A A B A B B B B B B B B A B A,7.904232333333331
B B B B A B A A A B B B B B B B B B A B,8.172686299999995
A A B B A A B A A A A B A A A A B A A A,8.410338999999997
A B B B A A B B B B B B B B A B A B A B,8.0518986
A A B B A B B B B A B B B B B A B B A B,8.000508633333336
B A A A B B A A A A A A A A A A B A A B,8.491833566666665
A A A B A B A A A A A A A A B A A B A A,8.380154166666665
B A A B B B B A B A A B A B A B A A B A,8.019167866666667
B A B A B B B A B A A A B A B A B A B A,7.808348933333335
A A A B B A B B B A B B B B B B B A B B,8.073367666666666
A A A A A A A A A B A A A A B A A A A A,8.482403033333334
A A A A A A A A A A A B B B B A A A A A,9.158615
A A A A A B A A B A B A A B A B A A A B,8.042206966666663
B A A A A B A A B B B A A A B A A A A B,8.39906983333333
A A A B A A B A B A B A A B B A A A A B,8.235887866666664
A B B B B A A B B B B A A B A B B B A B,7.90942376666667
B B A B B A A A A A A A A A A A A B A A,8.866401
A A A A A A A B A B A A A A B A B A A A,8.633271200000001
A A A A A A B B B B B B B A B B A A B A,8.58137473333333
B B A A A B A B A A A A A B B A A A B B,8.327646833333333
B B A A A A B A B A A A A B A A A A A A,8.579265066666666
A A A A B B A B A A B A A B B A B B A B,8.080769499999997
B A B A A B A A A A A A A A A A A A A B,8.630819866666668
A B A A A A B A A A A A B A A A B A B A,8.168809866666665
A A B B A A A B A B B B A B A B B A B B,7.87165603333333
A A A B B A A B A A A A B B A A A B A A,8.526083433333332
A B B B B A A A B B A B A B A B B A B A,7.8983805
B B A B A B B A B A A B B B B B B B B B,7.898726233333335
B B A A B A B B B B B B B A B A B B A B,7.9097107000000015
A B B A B B A A A B B B A A B B A B A A,8.115829799999998
A B B A B B B B A B B B B A B A B A B A,7.719431599999998
A A A B B B A A B A A A A B B B B A A B,8.7341801
A B A A A A B A A B B A A B B B A A B B,8.3165387
B A B B B A A A B B B B A A A A B B B B,8.510167399999997
A A A A A B A A B A B A A B A A A A A A,8.429601833333331
A A A B A A B A A A A A A A A A A B B A,8.410318366666667
A B A A A B A A A A A A B A A A A A A A,8.365340266666669
A A A B B B A A B B B A A A A B B A A A,8.652323133333335
B B A B B A B B B B B B A B A B B B B A,7.862578366666666
A A A A B A B A B A A A A A A A B A A B,8.401696566666667
B A B B B B B A A B A B A B A B B A B B,7.755143033333333
A B A B B A B B A A B B A A A A A A B B,8.469549733333334
B A A A A A A A A A A B B A A B A A A A,8.6482214
A B B B A B A B B B B A A B B B B B B A,7.950901333333334
B B B B B B A B B B B B B B B B B A B A,7.8475933
B B B B B A A B B B A B B A A A B B B B,8.286072033333337
B A A B A A A B B A A B B B A A A B A B,8.337507699999998
A A A A A A A B B A B A B B A A B A A A,8.465133099999997
B B B B A B B B B A A A A B B A A B A B,8.35588596666667
B A B A B A A A B A B B B A A B B A B B,8.051046233333334
A B A B B B A B A A B A B A B B A B A A,7.998765666666667
B A B A B A B B B A A B B A A B B A A B,7.798310233333334
A A B A A A A A B A A A A A A A A A A A,8.54836806666667
A A A B B B B A A B A A B B B B B B B B,8.359995633333332
A B A A A B B B A B B A A B B A B A B B,8.081690366666665
A A B B A A B A B A A B A A A B A A B A,7.9621130666666655
A A A B B A B A A A A A B B B B B B A B,8.9073155
A B B B B B B A B B B B B A A A B B A A,8.351256033333332
A A A B A A A A A A B B B A B A B A B A,8.250592633333335
A A A A B B A A B A B A A A B B A B A A,8.427909733333333
B B B B A B B B B A B A B B B B B B B B,7.6935219
B B A B A A B B A B A A B B B A A A A B,8.323685466666664
B B B B B B B A A B B A B B B B B B A B,7.7364644999999985
B B B A A A A A A B B B A B B A B B A A,8.498321433333333
A A A A A A A A B A B A A B A A A A A A,8.602725366666668
A B B A B B A B A A A B A B A B A A A A,8.3292991
A B A B A A A A A A A B A A A A B A B A,8.574652266666666
B A B A B B B A A A B A B B B B A A A A,8.345966533333332
A A A A B B B B B B B B B A B B A A A B,8.621988033333334
A A A B A B A A A A A B A A A A A A A A,8.593994466666665
B A B B B A A B A B B A B B A A A A B A,8.350549833333334
A A A B A A A B B A A A B B A A A B A A,8.422312133333334
A B B B B B A B B B B A B B B B A A B B,7.958892233333335
B B A A B B B B A A B A B B A A A B A B,8.368119100000001
A B A B B B A A A A B B A B A B A A A A,8.583651266666667
A A A A A A A B A A A B A A A A A A B A,8.560377766666663
B B B A A B B B B B A A B B B A B B A A,8.0435684
B A A A B B B A A A A B B A A B A A B B,8.500398466666667
B B B A B B B B A B B B B B A A B B A B,7.747712733333332
A B B B A A A B A A A A A A B A A B A A,8.504493733333332
A A B B A B B B B A B A A B A A A A B A,8.248397266666666
B B B B B A A A A A A A B B B A A B B A,8.64672043333333
A B B B A A B A B B B A A A B B B A A B,8.272906699999998
B A A B A A B B B B A B A A A A B A A B,8.085455299999996
B A B B B B A B B A B B B B B A B B A A,7.999969200000001
B B B B B B B B A B B B B A B B B B B A,7.937026533333331
A B A B A A B A B B B A A A B B A A B B,8.31685353333333
B B B B B A B B A B B B B A A B A B A B,7.859479766666663
B A B B B B A B B B A A B B B B B B B B,7.692213466666661
B A B B B B A B B B A A B B B B B B A A,8.019295166666666
B B B B A A B A B B A A B B A B B A B B,7.9961061
A B A A B A A A A A A A A A A A B A A A,8.471598433333334
A B B B B B B A B B B B B B A B A B B B,7.655585066666669
B A A B B A B A B A A A B A B A B A A A,8.087931033333334
B A B B B A B B B A A B B B B B B A B B,7.701021633333333
B B B B A B A A B B B B A A A B A B B B,8.2634392
B B B A A B B B B B A A B B A A B A B B,8.292724366666667
A A A A A A B B B B A B A B B A A B B B,8.460516233333333
A A A A A A A A A B A A A A A A A B A A,8.503343499999998
A B B A A A B B B B B B A B A A A B A A,8.5348536
A B B B A B B B A A A B A A A B B A A B,8.284900133333332
A B B B B B B A B B A B A A A A A B A B,8.300780700000002
B A A B B B A A A A A A A B B A B A A A,8.557341999999998
B B B A B B B B B B B B B A A B A B A B,8.067879266666663
A B A B A B B B B B B B A A B A B B B A,8.032182199999998
B B A A B A B A A B A B A A A A B A B A,8.000214933333332
A A B B A B B B B B A A A B B A A B B A,8.38942226666667
B B A B B B B A A B A B B B A B B B B B,7.923948333333335
B B B A B B A B A A B B B A A B B A B B,7.8491224999999964
B B B A B B B B B B B B B A B A B B A B,7.6854773
A A A B B A A A A A A A A A A B A A A B,8.624441366666664
B B B A A A B A A A A B A A B B B B A A,8.502336433333333
B A B B B B B B B B B B B A B B A B B B,7.822834966666667
B A A A A B A A A A A B A A A B A B A A,8.212204499999997
A B A B B B B A B B B A B B B B B B B B,7.607367233333333
A B B B A B A A A A A B A A A B A A A B,8.2645609
A B A B B B A A B B B B A A B A A A B A,8.411132033333331
B A A B B B B B B B B B B B B B A B B B,7.763444766666669
B B B A B B B A B B A B B B A A B A B A,7.877567033333337
B A B B A B B A B A A A B B A B A B B B,7.900017000000004
B A A A B A B B B A B A B B A B B B B B,8.067853466666666
A A A A B A A A B A B A A A A B A A A B,8.3319553
B A B B B B B B B B B B B A A B B B B B,7.912895966666664
B B A A A B A A B B A A B B B B B B B B,8.249812933333335
A B A B B B A A B B A A A B A A B A A B,8.261760833333334
A B A A B B A A A A A A A A A A A B B A,8.330733966666662
B B B B B A B A A B B B B B A A A A A B,8.411563466666667
A A B B A A A B A A A A A A A A B B A A,8.4240121
B A B B B B A A A A B B B A B A B B B A,8.261709733333332
B B A B B A A A A B A A B B B B B B A B,8.254852533333331
B A B B B B B B B A B B B A A B B B B B,7.938404800000002
A B A A A A B A A A B A A A A A A A A A,8.386958066666667
B A A B A B B B B B A B A A A A A A B B,8.451499133333336
A A B A A A B B A B A B B A A A B A B A,8.301822666666666
A A B A B A A A B B A A B B A A A A A B,8.342420533333332
A B A B A B B A B B A B B B B B B B B B,7.756630299999999
A B B A B A B B B A A B B A B B B B B A,7.8910749
B B B A B A B A A A B A A B A A A A A B,8.196816300000002
A A A A A A B A A A A A A B A A B A B A,8.139087533333335
A B B A B A A A A B B A A B B B B B A A,8.333233000000002
B A B B B B B B B A B A B B B B B B B B,7.722028566666667
A B A B A B A A A A A A A B A B A A A A,8.220654833333333
A B A B A B A B B A B B B B A B A B B A,7.646826233333334
B B A A B B A A B A B B B A A B A B B B,8.115228066666663
B A A B A A A B A B A A B A A B A B A A,7.777741599999999
B A A A A A A B B B B A B B A B B B B A,8.348316133333334
A A A A B A A B A A A A A A B A A A A B,8.379014166666668
B A B B B B A A B A B B A B B B A B A A,7.902241133333332
B B B B A B A B B B B B B B B B A B B A,7.911201200000002
B A B B A A B B A A A B A B B A A A A A,8.314138033333332
B B B B B B B A B B A B B B B B B B A A,7.865974299999998
B B A B B A B B A B B B B B B B B B B B,7.795342200000002
A A A B A A A B A A A A B A B B B A B B,8.348942166666664
B A B B B B A B B B B B A A B B B B A B,7.941025033333334
B A A B A A A A B A A B A A B A A B A A,8.012293866666669
B A B A A B A A A B A A A A A A B A A A,8.158492433333336
B B B A B B B A B B A B A B B A B B B B,7.780453933333332
B A B A A A A A A A A B A A B A A A A A,8.489282733333335
A A A A A B A A A A A B B A A B B A A A,8.526479866666666
A B B B B B A B B B B A B B B B B B A B,7.735731100000001
B B A B A B A A B A B A B A B A A A B A,7.900270900000001
B B B B B B A B A B B B B B B A B A A B,8.113613733333333
B B A B A A A A A A A B B B A A A A B A,8.658116233333335
B A B A A A B A A A A A B A B A B B B A,8.306004199999999
A A A A A A A A A B A A A A A B B A A A,8.354474366666665
A A B A A B B B B B B A A A B B A B B A,8.149455033333334
B B A A A A A A A A A A B B A B A A A A,8.806430166666663
B B A A B B B A B A B A A B B A A A B A,8.099817666666663
B B A A B A A B A A A A A B A A A A A B,8.321801999999998
A A B A B B A B A B A B B A A A B A B A,7.971414533333334
B A B B A A A A B A A A A A B A A A B B,8.4763424
A B B A A B A B A A A A B B A B A A A B,8.400323566666666
A A A B A A B B A A A B A A A B A A A B,8.011819399999995
B B A B B B B A A B A A A B B B A B B B,8.08174756666667
A B A A A A A A A A A A A B A A A B A B,8.503847033333335
A A B A B B A B B B A B B B B B B A A A,8.179621299999997
B A A A A A A B A A A A A A B B B B A B,8.801919533333331
B B A A B A B A B B A B A A A A B A A B,8.014187700000003
A A A A A B A A A A A A A B A A A A A B,8.454325133333334
B A A A A A A B A B A A A A B A A B A B,8.105889966666666
A B B B B B B B A B A B B A B B B B B A,7.736057533333332
B A A A B B B B A B A B B A B B A A A A,8.353047366666667
A B B B B A B B B B B B A B B B B B A B,7.643651133333329
A A A A B A A A A B A A A A A B A B B A,8.560478300000003
A A A A B B A A A B A A B A B B A A A A,8.3102563
A A A B B A A B A A B A A A B A B A A A,8.358182733333335
B A B A B B B A A A A A B A B B A A A A,8.457768733333335
B A A A A A A B A B B B A A A A A A A A,8.512520233333332
A A B B A A A A A A A A A A A A A A A B,8.50993796666667
B A B B B A B B A B A A B B A B B A B B,7.726948833333335
B B B B A B B B B B B B B B B A A A B A,8.072926633333337
B A B A A B B A A A A B A A A A B B B B,8.393907966666667
A B A A A A A A A B A A A A A B B A A A,8.716618333333333
A B B A B A A B A A A B A A B A A A A A,8.122720666666666
B B B B B B B A B B A B A A B B A B B B,7.753652666666666
A A B B A B A B B A A B A A B B A B A A,8.208278533333335
B A B B A B B B B A B A A A A B A A B A,7.974228633333331
A A A A A A A A A B A A A A B A B A B B,8.489028466666664
B B A B B A A B A A B A A A A B A A B A,8.199934000000002
B B A B B A B A B B A B B A A B B A A A,7.885286399999998
B B B A A B A A B B B B B A A B B A A B,8.154485866666667
B A A A B A B A A A A A B B A A A A A A,8.571396766666668
B B A A A B A A A A A A A A A A A B A A,8.573192666666666
B A B B B A B B B B B B B B A B B B B B,7.693434800000002
A A B B B A B B B B B B B A B A B B A B,7.9328663666666674
B B B A A B B B B A A B B A A A B B B A,8.176200200000002
B A B A A A A A A A A A B B A B B A A B,8.27156796666667
A A B A B B A B A B A B A B A A B A A B,7.741114466666668
B B B A B A A B B B A A B B B B B B A B,7.992575133333331
