scattering_pattern,structure_type,num_atoms,num_atoms_2bins_5050,num_atoms_4bins,num_atoms_10bins,structure_type_cat
[ 0.    -0.019 -0.03  -0.044 -0.065 -0.078 -0.088 -0.107 -0.124 -0.131 -0.144 -0.166 -0.173 -0.171  0.074  1.     0.114  0.357  0.119 -0.233 -0.243 -0.246 -0.26  -0.233  0.305  0.32  -0.24  -0.252  0.189  0.707  0.127 -0.183 -0.241 -0.241 -0.164 -0.101 -0.205  0.003  0.466  0.258 -0.151 -0.17   0.076  0.057 -0.082  0.164 -0.052 -0.119 -0.093 -0.004 -0.049  0.13   0.117 -0.04  -0.02   0.043 -0.031 -0.019 -0.015 -0.025 -0.02  -0.002  0.03  -0.001 -0.005 -0.003 -0.001  0.002  0.003  0.007  0.007  0.005  0.004  0.004  0.005  0.004  0.003  0.003  0.002  0.001  0.     0.    -0.001 -0.002 -0.002 -0.002 -0.003 -0.003 -0.003 -0.003 -0.004 -0.003 -0.003 -0.003 -0.003 -0.002 -0.002 -0.002 -0.001 -0. -0.     0.     0.001  0.001  0.001  0.002  0.003  0.002  0.002  0.003  0.003  0.002  0.002  0.002  0.002  0.002  0.002  0.001  0.     0.  0.    -0.    -0.001 -0.001 -0.001 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002],BCC,57,1,2,6,0
[ 0.    -0.011 -0.017 -0.025 -0.037 -0.045 -0.05  -0.061 -0.073 -0.078 -0.084 -0.097 -0.106 -0.109 -0.117 -0.131 -0.138 -0.12   0.415  0.866 -0.056  0.208  0.334 -0.144 -0.189 -0.188 -0.186 -0.195 -0.205 -0.179  0.308  0.375 -0.178 -0.208 -0.19   0.148  0.703  0.135 -0.023 -0.187 -0.196 -0.19  -0.168 -0.047 -0.12  -0.166 -0.079  0.356  0.345  0.059 -0.134 -0.138 -0.038  0.186 -0.064 -0.066  0.182 -0.004 -0.089 -0.084 -0.063  0.018 -0.038  0.004  0.175  0.06  -0.036 -0.033  0.043  0.011 -0.027 -0.014 -0.007 -0.02  -0.017 -0.016 -0.009  0.028  0.004 -0.009 -0.007 -0.005 -0.005 -0.004 -0.002 -0.001  0.002  0.002  0.001 -0. -0.     0.001  0.001  0.001  0.001  0.002  0.001  0.001  0.002  0.002  0.001  0.001  0.002  0.001  0.001  0.001  0.001  0.     0.001  0.001  0.    -0.     0.     0.    -0.001 -0.     0.    -0.001 -0.001 -0.001 -0.    -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.    -0.001 -0.001 -0.   ],BCC,57,1,2,6,0
[ 0.    -0.016 -0.039 -0.058 -0.072 -0.091 -0.113 -0.127 -0.14  -0.16 -0.178 -0.186 -0.192  0.089  1.     0.115  0.412 -0.029 -0.254 -0.273 -0.279 -0.266  0.036  0.499 -0.191 -0.265  0.166  0.718  0.116 -0.211 -0.26  -0.25  -0.116 -0.17  -0.162  0.356  0.408 -0.075 -0.185  0.037  0.068 -0.059  0.153 -0.09  -0.125 -0.063 -0.027  0.014  0.184 -0.005 -0.047  0.042 -0.027 -0.029 -0.02  -0.029 -0.024  0.007  0.023 -0.007 -0.007 -0.002  0.002  0.002  0.007  0.01   0.007  0.006  0.008  0.008  0.006  0.006  0.007  0.005  0.003  0.003  0.003  0.    -0.001 -0. -0.002 -0.003 -0.003 -0.003 -0.005 -0.005 -0.004 -0.005 -0.005 -0.004 -0.004 -0.004 -0.004 -0.002 -0.002 -0.002 -0.001  0.    -0.     0.  0.002  0.002  0.002  0.003  0.003  0.003  0.003  0.004  0.004  0.003  0.003  0.003  0.002  0.002  0.002  0.002  0.001  0.001  0.001 -0. -0.001 -0.001 -0.001 -0.002 -0.002 -0.002 -0.002 -0.003 -0.002 -0.002 -0.003 -0.002 -0.002 -0.002],BCC,57,1,2,6,0
[ 0.    -0.008 -0.025 -0.038 -0.044 -0.056 -0.073 -0.082 -0.087 -0.103 -0.118 -0.122 -0.128 -0.148 -0.159 -0.141  0.366  0.895 -0.037  0.36  0.146 -0.195 -0.217 -0.216 -0.218 -0.226 -0.176  0.442  0.193 -0.213 -0.231 -0.055  0.738  0.242 -0.019 -0.213 -0.222 -0.214 -0.132 -0.077 -0.187 -0.12   0.349  0.382  0.014 -0.158 -0.139  0.118  0.039 -0.094  0.152  0.011 -0.1   -0.098 -0.044  0.002 -0.042  0.147  0.107 -0.03 -0.035  0.048 -0.005 -0.027 -0.007 -0.018 -0.018 -0.016 -0.007  0.031  0.003 -0.007 -0.006 -0.003 -0.002 -0.002 -0.     0.005  0.003 -0.  0.001  0.001 -0.     0.     0.001  0.    -0.001  0.     0.    -0.001 -0.001  0.    -0.001 -0.001 -0.    -0.    -0.001 -0.001  0.    -0. -0.001  0.     0.001 -0.     0.     0.001  0.001  0.     0.001  0.001  0.001  0.001  0.001  0.001  0.     0.001  0.001  0.     0.     0.001  0.    -0.    -0.     0.    -0.001 -0.001 -0.    -0.001 -0.001 -0.001 -0.    -0.001 -0.001 -0.001],BCC,57,1,2,6,0
[ 0.    -0.016 -0.027 -0.04  -0.057 -0.071 -0.081 -0.096 -0.112 -0.123 -0.133 -0.148 -0.165 -0.172 -0.172  0.14   0.993  0.043  0.383  0.223 -0.227 -0.26  -0.26  -0.259 -0.27  -0.081  0.67  -0.054 -0.291 -0.254  0.552  0.713  0.138 -0.246 -0.293 -0.285 -0.214 -0.097 -0.254 -0.172  0.428  0.516 -0.042 -0.245 -0.162  0.265 -0.079 -0.026  0.25  -0.152 -0.195 -0.156 -0.027 -0.113  0.194  0.362 -0.029 -0.109  0.06  -0.036 -0.004  0.055 -0.065 -0.069 -0.044  0.005  0.106 -0.016 -0.014  0.057 -0.001  0.007 -0.029 -0.02  -0.013 -0.013  0.004 -0.007  0.021 -0.002 -0.01  -0.007  0.003  0.    -0.004 -0.003 -0.002 -0.001 -0.001 -0.  0.     0.001  0.001  0.001  0.001  0.001  0.002  0.001  0.001  0.002  0.001  0.001  0.001  0.001  0.001  0.001  0.001  0.001  0.001  0.  0.     0.     0.     0.    -0.    -0.    -0.    -0.    -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.    -0.    -0.   ],BCC,89,1,3,8,0
[ 0.    -0.023 -0.042 -0.063 -0.087 -0.107 -0.124 -0.146 -0.168 -0.183 -0.199 -0.223 -0.172  0.755  0.509  0.325  0.226 -0.282 -0.32  -0.331 -0.327 -0.014  0.617 -0.218 -0.332  0.351  0.88   0.102 -0.321 -0.351 -0.297 -0.148 -0.301 -0.001  0.645  0.224 -0.283 -0.134  0.232 -0.143  0.223 -0.063 -0.244 -0.167 -0.07   0.014  0.429  0.025 -0.104  0.045 -0.057  0.054 -0.056 -0.087 -0.057  0.077  0.04  -0.025  0.052  0.008 -0.011 -0.031 -0.016 -0.013  0.004  0.008  0.018 -0.007 -0.005  0.007  0.002 -0.     0.001  0.002  0.002  0.003  0.002  0.002  0.002  0.002  0.001  0.001  0.    -0.    -0.001 -0.001 -0.002 -0.002 -0.002 -0.002 -0.003 -0.003 -0.003 -0.002 -0.002 -0.002 -0.002 -0.001 -0.001 -0.001 -0.     0.     0.     0.001  0.001  0.001  0.002  0.002  0.002  0.002  0.002  0.002  0.002  0.002  0.002  0.002  0.001  0.001  0.001  0.001  0.    -0.    -0.    -0.001 -0.001 -0.001 -0.001 -0.001 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002],BCC,89,1,3,8,0
[ 0.    -0.019 -0.04  -0.061 -0.079 -0.098 -0.119 -0.139 -0.154 -0.171 -0.193 -0.21  -0.205  0.326  0.89   0.107  0.483 -0.177 -0.299 -0.308 -0.324 -0.291  0.413  0.293 -0.32  -0.266  0.77   0.595 -0.047 -0.349 -0.349 -0.241 -0.152 -0.31   0.1    0.651  0.144 -0.287 -0.116  0.236 -0.151  0.215 -0.035 -0.236 -0.183 -0.057 -0.051  0.406  0.12  -0.125  0.039 -0.048  0.033 -0.004 -0.097 -0.062  0.007  0.101 -0.033  0.032  0.027  0.009 -0.031 -0.02  -0.015 -0.005 -0.001  0.019  0.007 -0.009 -0.002  0.008 -0.001 -0.001  0.001  0.     0.     0.002  0.002  0.  0.001  0.002  0.    -0.001  0.001  0.    -0.002 -0.001 -0.    -0.002 -0.003 -0.001 -0.001 -0.003 -0.002 -0.001 -0.002 -0.002 -0.    -0. -0.001 -0.     0.001  0.     0.     0.001  0.002  0.001  0.001  0.002  0.002  0.001  0.002  0.002  0.001  0.001  0.002  0.001  0.     0.001  0.001 -0.    -0.     0.    -0.001 -0.001 -0.001 -0.001 -0.002 -0.002 -0.001 -0.001 -0.002 -0.001],BCC,89,1,3,8,0
[ 0.    -0.015 -0.027 -0.04  -0.056 -0.069 -0.08  -0.094 -0.11  -0.121 -0.131 -0.147 -0.162 -0.167 -0.173  0.042  0.996  0.127  0.294  0.328 -0.216 -0.256 -0.251 -0.258 -0.275 -0.172  0.617  0.096 -0.282 -0.272  0.273  0.88   0.205 -0.174 -0.283 -0.292 -0.258 -0.08  -0.222 -0.249  0.255  0.571  0.149 -0.247 -0.228  0.175  0.075 -0.15   0.258 -0.033 -0.193 -0.187 -0.063 -0.07   0.004  0.401  0.117 -0.117 -0.014  0.037 -0.057  0.061 -0.014 -0.08  -0.049 -0.043  0.089  0.045 -0.04   0.04  0.02   0.012 -0.017 -0.028 -0.012 -0.018 -0.003 -0.002  0.005  0.015 -0.009 -0.008 -0.004  0.004 -0.003 -0.003 -0.003 -0.002 -0.001 -0. -0.     0.001  0.001  0.001  0.001  0.002  0.001  0.001  0.002  0.002  0.001  0.001  0.002  0.001  0.001  0.001  0.001  0.001  0.001  0.001  0.     0.     0.     0.    -0.    -0.    -0.    -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.    -0.001 -0.001 -0.   ],BCC,89,1,3,8,0
[ 0.    -0.022 -0.04  -0.061 -0.083 -0.101 -0.119 -0.142 -0.16  -0.174 -0.194 -0.217 -0.203  0.474  0.783  0.159  0.424 -0.225 -0.309 -0.315 -0.323 -0.244  0.556  0.095 -0.325 -0.143  0.935  0.407 -0.154 -0.355 -0.354 -0.187 -0.196 -0.285  0.327  0.609 -0.066 -0.293  0.055  0.117 -0.088  0.237 -0.175 -0.233 -0.117 -0.091  0.125  0.398 -0.05  -0.073  0.038 -0.05   0.054 -0.067 -0.08  -0.054  0.085  0.035 -0.024  0.053  0.008 -0.009 -0.032 -0.015 -0.014  0.004  0.003  0.021 -0.006 -0.007  0.005  0.004 -0.001 -0.     0.001  0.002  0.001  0.002  0.002  0.001  0.001  0.001  0.001 -0.    -0.    -0.    -0.001 -0.002 -0.001 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.001 -0.002 -0.002 -0.001 -0. -0.001 -0.     0.001  0.001  0.001  0.001  0.002  0.001  0.002  0.002  0.002  0.002  0.002  0.002  0.001  0.001  0.001  0.001  0.001  0.001  0.001 -0.    -0.    -0.    -0.001 -0.001 -0.001 -0.001 -0.001 -0.002 -0.001 -0.001 -0.002 -0.001],BCC,89,1,3,8,0
[ 0.    -0.023 -0.043 -0.064 -0.088 -0.109 -0.127 -0.148 -0.172 -0.188 -0.202 -0.224 -0.136  0.871  0.377  0.408  0.113 -0.298 -0.323 -0.337 -0.327  0.16   0.512 -0.295 -0.312  0.64   0.71  -0.019 -0.359 -0.361 -0.24  -0.174 -0.31   0.227  0.65  -0.005 -0.299  0.037  0.12  -0.075  0.226 -0.193 -0.236 -0.1   -0.102  0.228  0.33  -0.103 -0.023 -0.004 -0.008  0.024 -0.097 -0.068 -0.013  0.104 -0.027  0.029  0.025  0.007 -0.033 -0.021 -0.017  0.001 -0.001  0.023 -0.    -0.007  0.003  0.007 -0.     0.001  0.002  0.002  0.003  0.003  0.003  0.003  0.002  0.002  0.001  0.001 -0.    -0.001 -0.001 -0.002 -0.002 -0.002 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.002 -0.002 -0.002 -0.001 -0.001 -0.001 -0.     0.     0.001  0.001  0.001  0.002  0.002  0.002  0.002  0.002  0.002  0.002  0.002  0.002  0.002  0.002  0.001  0.001  0.001  0.001  0.    -0.    -0.    -0.001 -0.001 -0.001 -0.001 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002],BCC,89,1,3,8,0
[ 0.    -0.015 -0.036 -0.054 -0.067 -0.086 -0.106 -0.119 -0.134 -0.155 -0.169 -0.178 -0.199 -0.183  0.579  0.707  0.107  0.459 -0.179 -0.271 -0.295 -0.307 -0.286  0.115  0.57  -0.232 -0.307  0.103  0.955  0.249 -0.201 -0.322 -0.325 -0.202 -0.152 -0.292  0.08   0.62   0.224 -0.263 -0.212  0.24  -0.068  0.031  0.185 -0.202 -0.219 -0.099 -0.076  0.045  0.42   0.033 -0.119  0.051 -0.048  0.029  0.014 -0.09  -0.058 -0.034  0.105  0.01  -0.018  0.056  0.004 -0.001 -0.03  -0.016 -0.017  0.002 -0.003  0.017  0.006 -0.008 -0.006  0.005  0.001 -0.002 -0.002 -0.001  0.    -0.    -0.     0.001  0.001 -0.     0.001  0.001 -0.    -0.  0.    -0.    -0.001 -0.    -0.    -0.001 -0.001 -0.    -0.    -0.001 -0.     0.    -0.    -0.     0.001  0.     0.     0.001  0.001  0.  0.001  0.001  0.001  0.     0.001  0.001  0.     0.     0.001  0. -0.     0.     0.    -0.    -0.    -0.    -0.    -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001],BCC,89,1,3,8,0
[ 0.    -0.019 -0.033 -0.048 -0.069 -0.085 -0.097 -0.115 -0.135 -0.147 -0.157 -0.178 -0.197 -0.188  0.299  0.925  0.025  0.516 -0.042 -0.27 -0.288 -0.286 -0.292 -0.169  0.633  0.016 -0.308 -0.231  0.784  0.56  0.011 -0.313 -0.33  -0.285 -0.109 -0.247 -0.23   0.396  0.557 -0.06 -0.264 -0.066  0.228 -0.161  0.191  0.038 -0.217 -0.201 -0.059 -0.103  0.16   0.383 -0.037 -0.098  0.061 -0.059  0.043 -0.001 -0.087 -0.056 -0.03   0.11   0.005 -0.019  0.057  0.005 -0.    -0.031 -0.015 -0.016 -0.001 -0.002  0.014  0.009 -0.009 -0.006  0.004  0.001 -0.003 -0.002 -0.002 -0.001  0.     0.    -0.     0.     0.001  0.    -0.     0.001  0.001 -0.    -0.     0.001 -0.    -0.001  0.     0.    -0.001 -0.  0.    -0.    -0.     0.     0.001 -0.     0.     0.001  0.     0.  0.001  0.001  0.     0.     0.001  0.    -0.     0.     0.001 -0. -0.     0.    -0.    -0.001 -0.    -0.    -0.001 -0.001 -0.    -0.001 -0.001 -0.001 -0.    -0.001],BCC,89,1,3,8,0
[ 0.    -0.012 -0.025 -0.039 -0.051 -0.062 -0.075 -0.089 -0.099 -0.109 -0.126 -0.137 -0.142 -0.156 -0.176 -0.155  0.502  0.793 -0.058  0.49  0.078 -0.222 -0.248 -0.25  -0.248 -0.259 -0.139  0.646  0.054 -0.27 -0.265  0.154  0.927  0.238 -0.101 -0.273 -0.286 -0.272 -0.112 -0.153 -0.261 -0.038  0.516  0.43  -0.137 -0.231 -0.13   0.274 -0.09  -0.047  0.275 -0.127 -0.184 -0.164 -0.043 -0.085  0.025  0.401  0.112 -0.112 -0.026  0.055 -0.068  0.05   0.019 -0.08  -0.056 -0.042  0.028  0.093 -0.023 -0.011  0.054 -0.004  0.012 -0.029 -0.025 -0.01  -0.017  0.001 -0.008  0.013  0.009 -0.011 -0.007 -0.003  0.003 -0.003 -0.002 -0.003 -0.003  0.     0.001 -0.001  0.001  0.003  0.001  0.001  0.003  0.003  0.001  0.002  0.004  0.002  0.001  0.003  0.003  0.     0.001  0.002  0.001 -0.     0.001  0.001 -0.001 -0.001  0.001 -0.001 -0.002 -0. -0.    -0.002 -0.002 -0.    -0.001 -0.002 -0.001 -0.001 -0.002 -0.001 -0.    -0.001 -0.002 -0.   ],BCC,89,1,3,8,0
[ 0.    -0.011 -0.032 -0.048 -0.057 -0.073 -0.094 -0.104 -0.113 -0.134 -0.15  -0.154 -0.167 -0.192 -0.153  0.683  0.61   0.06   0.5   -0.138 -0.257 -0.264 -0.272 -0.284 -0.204  0.577  0.144 -0.292 -0.281  0.399  0.822  0.165 -0.239 -0.301 -0.295 -0.212 -0.115 -0.267 -0.109  0.51  0.455 -0.149 -0.252 -0.033  0.228 -0.166  0.16   0.09  -0.2   -0.203 -0.089 -0.061 -0.013  0.405  0.119 -0.121  0.002  0.014 -0.04   0.064 -0.047 -0.077 -0.046 -0.012  0.111 -0.008 -0.016  0.056  0.002  0.005 -0.031 -0.019 -0.014 -0.008  0.002 -0.     0.021 -0.007 -0.009 -0.003  0.005 -0.003 -0.003 -0.002 -0.002 -0.001  0.     0.    -0.     0.001  0.001  0.     0.     0.001  0.001  0.     0.001  0.001  0.001  0.  0.001  0.001  0.     0.001  0.001  0.     0.     0.001  0.001 -0.  0.     0.001 -0.    -0.     0.     0.    -0.001 -0.     0.    -0. -0.001 -0.    -0.    -0.001 -0.001 -0.    -0.001 -0.001 -0.    -0. -0.001 -0.001 -0.    -0.001],BCC,89,1,3,8,0
[ 0.    -0.017 -0.035 -0.051 -0.067 -0.086 -0.102 -0.116 -0.134 -0.151 -0.163 -0.177 -0.199 -0.189  0.437  0.83   0.047  0.504 -0.118 -0.27 -0.293 -0.295 -0.287 -0.05   0.645 -0.129 -0.306 -0.106  0.936  0.385 -0.098 -0.319 -0.331 -0.253 -0.11  -0.281 -0.111  0.55   0.424 -0.203 -0.258  0.114  0.095 -0.122  0.264 -0.12  -0.219 -0.161 -0.043 -0.089  0.355  0.218 -0.117 -0.017  0.018 -0.037  0.058 -0.062 -0.075 -0.052  0.04   0.084 -0.036  0.035  0.022  0.014 -0.025 -0.026 -0.012 -0.012  0.003 -0.001  0.023 -0.006 -0.009 -0.     0.006 -0.004 -0.003 -0. -0.001 -0.002  0.001  0.001 -0.001 -0.     0.002  0.    -0.001  0.001  0.001 -0.001 -0.001  0.001 -0.    -0.001  0.     0.    -0.001 -0.001  0.001  0.    -0.001  0.     0.001 -0.    -0.     0.001  0.001 -0.  0.001  0.001  0.     0.     0.001  0.001 -0.     0.001  0.001 -0. -0.     0.001  0.    -0.001 -0.     0.    -0.001 -0.001 -0.    -0. -0.001 -0.001 -0.    -0.001],BCC,89,1,3,8,0
[ 0.    -0.013 -0.032 -0.049 -0.061 -0.075 -0.095 -0.11  -0.119 -0.135 -0.155 -0.166 -0.171 -0.189 -0.089  0.909  0.327  0.238  0.36  -0.219 -0.267 -0.276 -0.281 -0.279  0.005  0.644 -0.15  -0.301 -0.16   0.882  0.449 -0.015 -0.3   -0.321 -0.284 -0.101 -0.222 -0.261  0.281  0.59  0.075 -0.259 -0.185  0.253 -0.076  0.004  0.223 -0.181 -0.208 -0.13 -0.041 -0.083  0.362  0.214 -0.113 -0.033  0.041 -0.055  0.06  -0.031 -0.08  -0.051 -0.018  0.114 -0.005 -0.019  0.058  0.004  0.002 -0.031 -0.016 -0.015 -0.008  0.001  0.005  0.016 -0.009 -0.007 -0.001  0.003 -0.003 -0.002 -0.003 -0.002  0.    -0.    -0.001  0.     0.001 -0. -0.     0.002  0.001 -0.     0.001  0.002  0.    -0.     0.001  0.001 -0.     0.     0.001  0.    -0.     0.001  0.001 -0.     0.     0.001  0.    -0.     0.001  0.001 -0.001  0.     0.001 -0.    -0.001  0.  0.    -0.001 -0.     0.    -0.001 -0.001 -0.    -0.    -0.001 -0.001  0.    -0.001 -0.001 -0.   ],BCC,89,1,3,8,0
[ 0.    -0.019 -0.038 -0.056 -0.075 -0.094 -0.111 -0.128 -0.146 -0.164 -0.18  -0.194 -0.206 -0.011  0.987  0.177  0.448  0.085 -0.279 -0.306 -0.305 -0.302 -0.105  0.64  -0.106 -0.316 -0.029  0.963  0.317 -0.178 -0.335 -0.338 -0.194 -0.173 -0.293  0.198  0.631  0.075 -0.283 -0.104  0.237 -0.152  0.203 -0.012 -0.225 -0.193 -0.054 -0.089  0.348  0.218 -0.122  0.003 -0.007 -0.016  0.043 -0.082 -0.07  -0.044  0.099  0.021 -0.022  0.056  0.007 -0.006 -0.031 -0.013 -0.017  0.003 -0.001  0.023 -0.003 -0.007  0.001  0.006 -0.002 -0.     0.    -0.001  0.     0.002  0.001 -0.     0.001  0.001 -0.001 -0.     0.001 -0.001 -0.002 -0. -0.    -0.002 -0.001 -0.    -0.001 -0.002 -0.001 -0.    -0.001 -0.001  0.    -0.    -0.001  0.001  0.001  0.     0.     0.002  0.001  0.  0.001  0.002  0.001  0.001  0.002  0.001  0.     0.001  0.001  0. -0.     0.001  0.    -0.001 -0.    -0.    -0.001 -0.001 -0.    -0.001 -0.002 -0.001 -0.001 -0.001],BCC,89,1,3,8,0
[ 0.    -0.02  -0.031 -0.046 -0.068 -0.082 -0.092 -0.113 -0.132 -0.139 -0.153 -0.177 -0.186 -0.184  0.063  1.     0.106  0.429  0.151 -0.259 -0.273 -0.279 -0.298 -0.268  0.369  0.383 -0.285 -0.301  0.251  0.909  0.197 -0.223 -0.308 -0.312 -0.211 -0.131 -0.281 -0.028  0.578  0.36 -0.224 -0.255  0.131  0.094 -0.132  0.265 -0.098 -0.212 -0.175 -0.038 -0.107  0.273  0.306 -0.083 -0.067  0.054 -0.062  0.057 -0.017 -0.086 -0.052 -0.024  0.111 -0.    -0.017  0.057  0.003  0.002 -0.03  -0.017 -0.016 -0.003 -0.001  0.009  0.014 -0.008 -0.008  0.001  0.004 -0.003 -0.003 -0.001 -0.001 -0.001 -0.     0.001  0.     0.     0.001  0.001  0.     0.     0.001  0.     0.     0.001  0.    -0.     0.     0.001  0.    -0.     0.001  0.    -0.     0.     0.001  0.     0.     0.001  0.001  0.     0.     0.001  0.     0.     0.     0.    -0.     0.  0.    -0.    -0.    -0.    -0.    -0.001 -0.    -0.    -0.001 -0.001 -0.    -0.    -0.001 -0.001],BCC,89,1,3,8,0
[ 0.    -0.012 -0.017 -0.025 -0.038 -0.046 -0.051 -0.063 -0.075 -0.08 -0.087 -0.101 -0.111 -0.114 -0.123 -0.139 -0.146 -0.129  0.409  0.863 -0.067  0.251  0.396 -0.158 -0.211 -0.212 -0.21  -0.221 -0.236 -0.206  0.368  0.445 -0.211 -0.248 -0.227  0.196  0.892  0.198 -0.009 -0.235 -0.249 -0.244 -0.217 -0.054 -0.158 -0.224 -0.12   0.418  0.47   0.083 -0.196 -0.204 -0.052  0.299 -0.101 -0.106  0.293 -0.015 -0.157 -0.152 -0.123  0.003 -0.088  0.     0.367  0.182 -0.082 -0.089  0.059 -0.006 -0.051  0.055  0.012 -0.07  -0.058 -0.036 -0.04   0.089  0.041 -0.041 -0.009  0.054 -0.015  0.012 -0.022 -0.027 -0.015 -0.014 -0.014  0.004 -0.009  0.006  0.017 -0.007 -0.006 -0.003  0.003  0.006  0.001  0.002  0.001  0.002  0.004  0.004  0.003  0.005  0.005  0.003  0.004  0.004  0.003  0.002  0.003  0.002  0.001  0.001  0.001 -0.    -0.001 -0.001 -0.001 -0.002 -0.003 -0.002 -0.003 -0.004 -0.003 -0.003 -0.003 -0.003 -0.002 -0.002 -0.003 -0.002],BCC,89,1,3,8,0
[ 0.    -0.016 -0.04  -0.06  -0.074 -0.094 -0.117 -0.132 -0.145 -0.168 -0.187 -0.196 -0.205  0.078  1.     0.115  0.494 -0.02  -0.282 -0.306 -0.318 -0.305  0.052  0.595 -0.228 -0.318  0.223  0.922  0.18  -0.263 -0.336 -0.327 -0.149 -0.23  -0.235  0.415  0.548 -0.117 -0.278  0.07  0.109 -0.096  0.246 -0.16  -0.226 -0.13  -0.076  0.029  0.427  0.027 -0.115  0.053 -0.057  0.045 -0.021 -0.09  -0.059  0.013  0.099 -0.033  0.031  0.025  0.012 -0.03  -0.023 -0.013 -0.005 -0.001  0.014  0.013 -0.009 -0.006  0.008  0.001 -0.003 -0.     0.001 -0.     0.     0.002  0.001 -0.     0.001  0.002 -0.    -0.001  0.001 -0.    -0.002 -0.001 -0.    -0.002 -0.002 -0.001 -0.001 -0.002 -0.001 -0.    -0.001 -0.001  0.     0.    -0.001  0.     0.001  0.     0.     0.002  0.001  0.001  0.001  0.002  0.001  0.001  0.002  0.001  0.     0.001  0.001  0. -0.     0.001  0.    -0.001 -0.001 -0.    -0.001 -0.001 -0.001 -0.001 -0.002 -0.001 -0.001 -0.001],BCC,89,1,3,8,0
[ 0.    -0.008 -0.026 -0.041 -0.046 -0.059 -0.078 -0.087 -0.092 -0.11 -0.127 -0.13  -0.138 -0.16  -0.172 -0.153  0.359  0.893 -0.047  0.431  0.179 -0.217 -0.242 -0.244 -0.248 -0.258 -0.2    0.53   0.232 -0.251 -0.274 -0.057  0.943  0.335  0.    -0.268 -0.283 -0.275 -0.168 -0.096 -0.251 -0.175  0.409  0.519  0.018 -0.235 -0.209  0.196  0.063 -0.153  0.244  0.009 -0.18  -0.181 -0.098 -0.028 -0.093  0.3    0.28  -0.064 -0.096  0.066 -0.038 -0.007  0.061 -0.054 -0.07  -0.04  -0.035  0.103  0.028 -0.041  0.04   0.019  0.011 -0.014 -0.03  -0.013 -0.016 -0.011  0.003 -0.006  0.019 -0.004 -0.008 -0.008  0.     0.003 -0.003 -0.004 -0.002  0.    -0.    -0.001  0.001  0.002  0.001  0.002  0.003  0.002  0.002  0.003  0.003  0.002  0.002  0.003  0.002  0.001  0.002  0.002  0.     0.     0.001  0.    -0.001 -0.     0.    -0.001 -0.001 -0.001 -0.001 -0.002 -0.001 -0.001 -0.002 -0.002 -0.001 -0.001 -0.002 -0.001 -0.001 -0.001 -0.001 -0.   ],BCC,89,1,3,8,0
[ 0.    -0.016 -0.028 -0.041 -0.058 -0.072 -0.083 -0.098 -0.114 -0.126 -0.136 -0.152 -0.168 -0.176 -0.176  0.134  0.981  0.038  0.395  0.23 -0.232 -0.267 -0.267 -0.266 -0.277 -0.074  0.731 -0.046 -0.3   -0.262  0.581  0.742  0.127 -0.258 -0.304 -0.297 -0.222 -0.099 -0.265 -0.186  0.416  0.542 -0.042 -0.259 -0.171  0.288 -0.084 -0.027  0.268 -0.166 -0.213 -0.166 -0.011 -0.12   0.228  0.391 -0.044 -0.126  0.069 -0.044 -0.018  0.064 -0.078 -0.089 -0.064 -0.001  0.134 -0.018 -0.015  0.089  0.015  0.033 -0.043 -0.034 -0.025 -0.02   0.012 -0.012  0.041 -0.006 -0.022 -0.017  0.012  0.008  0.007 -0.009 -0.01  -0.008 -0.007 -0.006 -0.005 -0.003  0.002  0.006  0.016  0.001 -0.     0.     0.001  0.001  0.001  0.001  0.001  0.002  0.002  0.002  0.002  0.001  0.001  0.001  0.002  0.002  0.001  0.     0.    -0.    -0.    -0.    -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001],BCC,95,1,3,9,0
