,Unnamed: 0,MOF,U_He (mol/kg),D_He (cm2/s),U_He_binary,D_He_binary,mofkey,mofid,formula_primitive,zeopp_string_noname,zeopp_string_witmofkey,zeopp_string_witmofid,zeopp_string_withpriformula,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,MOF,LCD (Å),LCD/PLD,PLD (Å),density (g/cm3),Pore Volume (cm3/g),Porosity,Surface Area (m2/g),%C,%H,%O,%N,%Halojen,%Metalloids,%Ametal,%Metal,TDU,DU,MP,O-to-M,U_He (mol/kg),D_He (cm2/s),Uptake_bool,Diffusion_bool,A,AB,ABC,ABCD,B
362,362.0,PEZCII_clean,0.0254016193,0.0006683457553295,0.0,0.0,La.SATWKVZGMWCXOJ.MOFkey-v1.tsg,[La].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.tsg.cat0;PEZCII_clean,La3 H45 C81 O18,a MOF with a LCD (Å) of 12.50562; a LCD/PLD of 1.22741178629862; a PLD (Å) of 10.18861; a density (g/cm3) of 0.9535; a Pore Volume (cm3/g) of 0.667226; a Porosity of 0.636199991; a Surface Area (m2/g) of 1488.44,La.SATWKVZGMWCXOJ.MOFkey-v1.tsg with a LCD (Å) of 12.50562; a LCD/PLD of 1.22741178629862; a PLD (Å) of 10.18861; a density (g/cm3) of 0.9535; a Pore Volume (cm3/g) of 0.667226; a Porosity of 0.636199991; a Surface Area (m2/g) of 1488.44,[La].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.tsg.cat0;PEZCII_clean with a LCD (Å) of 12.50562; a LCD/PLD of 1.22741178629862; a PLD (Å) of 10.18861; a density (g/cm3) of 0.9535; a Pore Volume (cm3/g) of 0.667226; a Porosity of 0.636199991; a Surface Area (m2/g) of 1488.44,La3 H45 C81 O18 with a LCD (Å) of 12.50562; a LCD/PLD of 1.22741178629862; a PLD (Å) of 10.18861; a density (g/cm3) of 0.9535; a Pore Volume (cm3/g) of 0.667226; a Porosity of 0.636199991; a Surface Area (m2/g) of 1488.44,362,362,362,362,NEHGEO_clean,5.2858,1.18565673422878,4.45812,1.33637,0.422636,0.56479807132,1328.28,49.438202247191,29.2134831460674,14.6067415730337,0.0,0.0,0.0,0.0,6.74157303370786,249.0,0.707386363636364,13.6363636363636,4.33333333333333,0.0161468128,0.0008597479738832,0,0,"[5.2858, 4.45812, 1.18565673422878]","[5.2858, 4.45812, 1.18565673422878, 1.33637, 0.422636, 0.56479807132, 1328.28]","[5.2858, 4.45812, 1.18565673422878, 1.33637, 0.422636, 0.56479807132, 1328.28, 49.438202247191, 29.2134831460674, 14.6067415730337, 0.0, 0.0, 0.0, 0.0, 6.74157303370786]","[5.2858, 4.45812, 1.18565673422878, 1.33637, 0.422636, 0.56479807132, 1328.28, 49.438202247191, 29.2134831460674, 14.6067415730337, 0.0, 0.0, 0.0, 0.0, 6.74157303370786, 249.0, 0.707386363636364, 4.33333333333333, 13.6363636363636]","[1.33637, 0.422636, 0.56479807132, 1328.28]"
363,363.0,PIBNUK_clean,0.0812424442,0.0037926957863362,1.0,1.0,Zn.MSFXUHUYNSYIDR.MOFkey-v1.ERROR,[O-]C(=O)c1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn] MOFid-v1.ERROR.cat0;PIBNUK_clean,Zn12 H96 C192 N24 O48,a MOF with a LCD (Å) of 15.38411; a LCD/PLD of 1.08444268686659; a PLD (Å) of 14.18619; a density (g/cm3) of 0.422713; a Pore Volume (cm3/g) of 1.98196; a Porosity of 0.83780025748; a Surface Area (m2/g) of 3295.43,Zn.MSFXUHUYNSYIDR.MOFkey-v1.ERROR with a LCD (Å) of 15.38411; a LCD/PLD of 1.08444268686659; a PLD (Å) of 14.18619; a density (g/cm3) of 0.422713; a Pore Volume (cm3/g) of 1.98196; a Porosity of 0.83780025748; a Surface Area (m2/g) of 3295.43,[O-]C(=O)c1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn] MOFid-v1.ERROR.cat0;PIBNUK_clean with a LCD (Å) of 15.38411; a LCD/PLD of 1.08444268686659; a PLD (Å) of 14.18619; a density (g/cm3) of 0.422713; a Pore Volume (cm3/g) of 1.98196; a Porosity of 0.83780025748; a Surface Area (m2/g) of 3295.43,Zn12 H96 C192 N24 O48 with a LCD (Å) of 15.38411; a LCD/PLD of 1.08444268686659; a PLD (Å) of 14.18619; a density (g/cm3) of 0.422713; a Pore Volume (cm3/g) of 1.98196; a Porosity of 0.83780025748; a Surface Area (m2/g) of 3295.43,363,363,363,363,NEHGIS_clean,5.25791,1.21672012181294,4.32138,1.34435,0.417897,0.56179983195,1309.79,49.438202247191,29.2134831460674,14.6067415730337,0.0,0.0,0.0,0.0,6.74157303370786,249.0,0.707386363636364,13.6363636363636,4.33333333333333,0.0157234274,0.0008267821268821,0,0,"[5.25791, 4.32138, 1.21672012181294]","[5.25791, 4.32138, 1.21672012181294, 1.34435, 0.417897, 0.56179983195, 1309.79]","[5.25791, 4.32138, 1.21672012181294, 1.34435, 0.417897, 0.56179983195, 1309.79, 49.438202247191, 29.2134831460674, 14.6067415730337, 0.0, 0.0, 0.0, 0.0, 6.74157303370786]","[5.25791, 4.32138, 1.21672012181294, 1.34435, 0.417897, 0.56179983195, 1309.79, 49.438202247191, 29.2134831460674, 14.6067415730337, 0.0, 0.0, 0.0, 0.0, 6.74157303370786, 249.0, 0.707386363636364, 4.33333333333333, 13.6363636363636]","[1.34435, 0.417897, 0.56179983195, 1309.79]"
364,364.0,PIBNUK01_clean,0.079885224,0.004045966904378,1.0,1.0,Zn.MSFXUHUYNSYIDR.MOFkey-v1.ERROR,[O-]C(=O)c1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn] MOFid-v1.ERROR.cat0;PIBNUK01_clean,Zn12 H96 C192 N24 O48,a MOF with a LCD (Å) of 15.37191; a LCD/PLD of 1.08379966651038; a PLD (Å) of 14.18335; a density (g/cm3) of 0.42304; a Pore Volume (cm3/g) of 1.97759; a Porosity of 0.8365996736; a Surface Area (m2/g) of 3285.35,Zn.MSFXUHUYNSYIDR.MOFkey-v1.ERROR with a LCD (Å) of 15.37191; a LCD/PLD of 1.08379966651038; a PLD (Å) of 14.18335; a density (g/cm3) of 0.42304; a Pore Volume (cm3/g) of 1.97759; a Porosity of 0.8365996736; a Surface Area (m2/g) of 3285.35,[O-]C(=O)c1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn] MOFid-v1.ERROR.cat0;PIBNUK01_clean with a LCD (Å) of 15.37191; a LCD/PLD of 1.08379966651038; a PLD (Å) of 14.18335; a density (g/cm3) of 0.42304; a Pore Volume (cm3/g) of 1.97759; a Porosity of 0.8365996736; a Surface Area (m2/g) of 3285.35,Zn12 H96 C192 N24 O48 with a LCD (Å) of 15.37191; a LCD/PLD of 1.08379966651038; a PLD (Å) of 14.18335; a density (g/cm3) of 0.42304; a Pore Volume (cm3/g) of 1.97759; a Porosity of 0.8365996736; a Surface Area (m2/g) of 3285.35,364,364,364,364,NENHAQ_clean,10.30187,1.08643041621715,9.48231,0.81249,0.894287,0.72659924463,2228.36,56.0,24.0,16.0,0.0,0.0,0.0,0.0,4.0,133.0,0.791666666666667,7.14285714285714,8.0,0.0378316976,0.0026223441392046,1,1,"[10.30187, 9.48231, 1.08643041621715]","[10.30187, 9.48231, 1.08643041621715, 0.81249, 0.894287, 0.72659924463, 2228.36]","[10.30187, 9.48231, 1.08643041621715, 0.81249, 0.894287, 0.72659924463, 2228.36, 56.0, 24.0, 16.0, 0.0, 0.0, 0.0, 0.0, 4.0]","[10.30187, 9.48231, 1.08643041621715, 0.81249, 0.894287, 0.72659924463, 2228.36, 56.0, 24.0, 16.0, 0.0, 0.0, 0.0, 0.0, 4.0, 133.0, 0.791666666666667, 8.0, 7.14285714285714]","[0.81249, 0.894287, 0.72659924463, 2228.36]"
365,365.0,PIJJEZ_clean,0.0310218798,0.0016738162537592,0.0,1.0,Cd.ZOFZSXGOSAPAAV.MOFkey-v1.the,[Cd].[O-]C(=O)c1ccc2c(c1)c1ccc(cc1c1c2cc(cc1)C(=O)[O-])C(=O)[O-] MOFid-v1.the.cat0;PIJJEZ_clean,Cd18 H144 C336 O96,a MOF with a LCD (Å) of 14.75395; a LCD/PLD of 2.47305510670681; a PLD (Å) of 5.96588; a density (g/cm3) of 0.935418; a Pore Volume (cm3/g) of 0.70129; a Porosity of 0.65599928922; a Surface Area (m2/g) of 1927.56,Cd.ZOFZSXGOSAPAAV.MOFkey-v1.the with a LCD (Å) of 14.75395; a LCD/PLD of 2.47305510670681; a PLD (Å) of 5.96588; a density (g/cm3) of 0.935418; a Pore Volume (cm3/g) of 0.70129; a Porosity of 0.65599928922; a Surface Area (m2/g) of 1927.56,[Cd].[O-]C(=O)c1ccc2c(c1)c1ccc(cc1c1c2cc(cc1)C(=O)[O-])C(=O)[O-] MOFid-v1.the.cat0;PIJJEZ_clean with a LCD (Å) of 14.75395; a LCD/PLD of 2.47305510670681; a PLD (Å) of 5.96588; a density (g/cm3) of 0.935418; a Pore Volume (cm3/g) of 0.70129; a Porosity of 0.65599928922; a Surface Area (m2/g) of 1927.56,Cd18 H144 C336 O96 with a LCD (Å) of 14.75395; a LCD/PLD of 2.47305510670681; a PLD (Å) of 5.96588; a density (g/cm3) of 0.935418; a Pore Volume (cm3/g) of 0.70129; a Porosity of 0.65599928922; a Surface Area (m2/g) of 1927.56,365,365,365,365,NESVAK_charged,11.02589,2.57252415994326,4.28602,0.996288,0.717463,0.714799777344,2246.99,45.2830188679245,18.8679245283019,24.5283018867925,5.66037735849057,0.0,0.0,0.0,5.66037735849057,115.0,0.798611111111111,12.5,8.66666666666667,0.0285781253,0.0003770511968315,0,0,"[11.02589, 4.28602, 2.57252415994326]","[11.02589, 4.28602, 2.57252415994326, 0.996288, 0.717463, 0.714799777344, 2246.99]","[11.02589, 4.28602, 2.57252415994326, 0.996288, 0.717463, 0.714799777344, 2246.99, 45.2830188679245, 18.8679245283019, 24.5283018867925, 5.66037735849057, 0.0, 0.0, 0.0, 5.66037735849057]","[11.02589, 4.28602, 2.57252415994326, 0.996288, 0.717463, 0.714799777344, 2246.99, 45.2830188679245, 18.8679245283019, 24.5283018867925, 5.66037735849057, 0.0, 0.0, 0.0, 5.66037735849057, 115.0, 0.798611111111111, 8.66666666666667, 12.5]","[0.996288, 0.717463, 0.714799777344, 2246.99]"
366,366.0,PIQFIG_clean,0.0420223645,0.0021788954501408,1.0,1.0,CrMn.MUBZPKHOEPUJKR.MOFkey-v1.ERROR,[Cr].[Mn].[O-]C(=O)C(=O)[O-] MOFid-v1.ERROR.cat0;PIQFIG_clean,Mn2 Cr6 C24 O48,a MOF with a LCD (Å) of 9.19593; a LCD/PLD of 1.17940236831339; a PLD (Å) of 7.79711; a density (g/cm3) of 0.691873; a Pore Volume (cm3/g) of 1.12101; a Porosity of 0.77559655173; a Surface Area (m2/g) of 3370.77,CrMn.MUBZPKHOEPUJKR.MOFkey-v1.ERROR with a LCD (Å) of 9.19593; a LCD/PLD of 1.17940236831339; a PLD (Å) of 7.79711; a density (g/cm3) of 0.691873; a Pore Volume (cm3/g) of 1.12101; a Porosity of 0.77559655173; a Surface Area (m2/g) of 3370.77,[Cr].[Mn].[O-]C(=O)C(=O)[O-] MOFid-v1.ERROR.cat0;PIQFIG_clean with a LCD (Å) of 9.19593; a LCD/PLD of 1.17940236831339; a PLD (Å) of 7.79711; a density (g/cm3) of 0.691873; a Pore Volume (cm3/g) of 1.12101; a Porosity of 0.77559655173; a Surface Area (m2/g) of 3370.77,Mn2 Cr6 C24 O48 with a LCD (Å) of 9.19593; a LCD/PLD of 1.17940236831339; a PLD (Å) of 7.79711; a density (g/cm3) of 0.691873; a Pore Volume (cm3/g) of 1.12101; a Porosity of 0.77559655173; a Surface Area (m2/g) of 3370.77,366,366,366,366,NEXVET_clean,15.05129,1.89440926557342,7.94511,0.572296,1.41465,0.8095985364,3880.01,45.2830188679245,22.6415094339623,24.5283018867925,0.0,0.0,0.0,0.0,7.54716981132075,145.0,0.755208333333333,16.6666666666667,6.5,0.0577738349,0.0026513428397244,1,1,"[15.05129, 7.94511, 1.89440926557342]","[15.05129, 7.94511, 1.89440926557342, 0.572296, 1.41465, 0.8095985364, 3880.01]","[15.05129, 7.94511, 1.89440926557342, 0.572296, 1.41465, 0.8095985364, 3880.01, 45.2830188679245, 22.6415094339623, 24.5283018867925, 0.0, 0.0, 0.0, 0.0, 7.54716981132075]","[15.05129, 7.94511, 1.89440926557342, 0.572296, 1.41465, 0.8095985364, 3880.01, 45.2830188679245, 22.6415094339623, 24.5283018867925, 0.0, 0.0, 0.0, 0.0, 7.54716981132075, 145.0, 0.755208333333333, 6.5, 16.6666666666667]","[0.572296, 1.41465, 0.8095985364, 3880.01]"
367,367.0,POFGUO_clean,0.0226659896,0.0011469868299924,0.0,0.0,Li.QMKYBPDZANOJGF.MOFkey-v1.czz,[Li].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.czz.cat0;POFGUO_clean,Li24 H36 C108 O72,a MOF with a LCD (Å) of 5.1465; a LCD/PLD of 1.37358677897704; a PLD (Å) of 3.74676; a density (g/cm3) of 0.93374; a Pore Volume (cm3/g) of 0.608092; a Porosity of 0.56779982408; a Surface Area (m2/g) of 1711.3,Li.QMKYBPDZANOJGF.MOFkey-v1.czz with a LCD (Å) of 5.1465; a LCD/PLD of 1.37358677897704; a PLD (Å) of 3.74676; a density (g/cm3) of 0.93374; a Pore Volume (cm3/g) of 0.608092; a Porosity of 0.56779982408; a Surface Area (m2/g) of 1711.3,[Li].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.czz.cat0;POFGUO_clean with a LCD (Å) of 5.1465; a LCD/PLD of 1.37358677897704; a PLD (Å) of 3.74676; a density (g/cm3) of 0.93374; a Pore Volume (cm3/g) of 0.608092; a Porosity of 0.56779982408; a Surface Area (m2/g) of 1711.3,Li24 H36 C108 O72 with a LCD (Å) of 5.1465; a LCD/PLD of 1.37358677897704; a PLD (Å) of 3.74676; a density (g/cm3) of 0.93374; a Pore Volume (cm3/g) of 0.608092; a Porosity of 0.56779982408; a Surface Area (m2/g) of 1711.3,367,367,367,367,NEXXEV_clean,10.14339,1.05649087284476,9.60102,0.701942,0.911186,0.639599723212,2387.1,50.0,26.6666666666667,13.3333333333333,3.33333333333333,0.0,0.0,0.0,6.66666666666667,89.0,0.741666666666667,13.3333333333333,4.0,0.03850808,0.0006746595655982,1,0,"[10.14339, 9.60102, 1.05649087284476]","[10.14339, 9.60102, 1.05649087284476, 0.701942, 0.911186, 0.639599723212, 2387.1]","[10.14339, 9.60102, 1.05649087284476, 0.701942, 0.911186, 0.639599723212, 2387.1, 50.0, 26.6666666666667, 13.3333333333333, 3.33333333333333, 0.0, 0.0, 0.0, 6.66666666666667]","[10.14339, 9.60102, 1.05649087284476, 0.701942, 0.911186, 0.639599723212, 2387.1, 50.0, 26.6666666666667, 13.3333333333333, 3.33333333333333, 0.0, 0.0, 0.0, 6.66666666666667, 89.0, 0.741666666666667, 4.0, 13.3333333333333]","[0.701942, 0.911186, 0.639599723212, 2387.1]"
368,368.0,PONSOC_clean,0.0332900434,0.0011688281254806,0.0,0.0,Mn.VFLSZZOUUGUMJV.MOFkey-v1.ths,[Mn].[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccncc1 MOFid-v1.ths.cat1;PONSOC_clean,Mn4 H56 C96 N8 O16,a MOF with a LCD (Å) of 7.4772; a LCD/PLD of 1.2044361756107; a PLD (Å) of 6.20805; a density (g/cm3) of 0.784087; a Pore Volume (cm3/g) of 0.834856; a Porosity of 0.654599736472; a Surface Area (m2/g) of 2432.06,Mn.VFLSZZOUUGUMJV.MOFkey-v1.ths with a LCD (Å) of 7.4772; a LCD/PLD of 1.2044361756107; a PLD (Å) of 6.20805; a density (g/cm3) of 0.784087; a Pore Volume (cm3/g) of 0.834856; a Porosity of 0.654599736472; a Surface Area (m2/g) of 2432.06,[Mn].[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccncc1 MOFid-v1.ths.cat1;PONSOC_clean with a LCD (Å) of 7.4772; a LCD/PLD of 1.2044361756107; a PLD (Å) of 6.20805; a density (g/cm3) of 0.784087; a Pore Volume (cm3/g) of 0.834856; a Porosity of 0.654599736472; a Surface Area (m2/g) of 2432.06,Mn4 H56 C96 N8 O16 with a LCD (Å) of 7.4772; a LCD/PLD of 1.2044361756107; a PLD (Å) of 6.20805; a density (g/cm3) of 0.784087; a Pore Volume (cm3/g) of 0.834856; a Porosity of 0.654599736472; a Surface Area (m2/g) of 2432.06,368,368,368,368,NEXXIZ_clean,9.73301,1.05524499482841,9.22346,0.709285,0.892166,0.63279996131,2352.94,47.6190476190476,30.1587301587302,12.6984126984127,3.17460317460317,0.0,0.0,0.0,6.34920634920635,83.0,0.691666666666667,13.3333333333333,4.0,0.0380757169,0.0004143121245634,1,0,"[9.73301, 9.22346, 1.05524499482841]","[9.73301, 9.22346, 1.05524499482841, 0.709285, 0.892166, 0.63279996131, 2352.94]","[9.73301, 9.22346, 1.05524499482841, 0.709285, 0.892166, 0.63279996131, 2352.94, 47.6190476190476, 30.1587301587302, 12.6984126984127, 3.17460317460317, 0.0, 0.0, 0.0, 6.34920634920635]","[9.73301, 9.22346, 1.05524499482841, 0.709285, 0.892166, 0.63279996131, 2352.94, 47.6190476190476, 30.1587301587302, 12.6984126984127, 3.17460317460317, 0.0, 0.0, 0.0, 6.34920634920635, 83.0, 0.691666666666667, 4.0, 13.3333333333333]","[0.709285, 0.892166, 0.63279996131, 2352.94]"
369,369.0,PUWDAM_clean,0.0414420424,0.0010062305642841,1.0,0.0,,* MOFid-v1.NA.NA;PUWDAM_clean,Zn4 H40 C80 O20,a MOF with a LCD (Å) of 9.00542; a LCD/PLD of 1.52336020163916; a PLD (Å) of 5.91155; a density (g/cm3) of 0.805702; a Pore Volume (cm3/g) of 0.883453; a Porosity of 0.711799849006; a Surface Area (m2/g) of 2947.67,nan with a LCD (Å) of 9.00542; a LCD/PLD of 1.52336020163916; a PLD (Å) of 5.91155; a density (g/cm3) of 0.805702; a Pore Volume (cm3/g) of 0.883453; a Porosity of 0.711799849006; a Surface Area (m2/g) of 2947.67,* MOFid-v1.NA.NA;PUWDAM_clean with a LCD (Å) of 9.00542; a LCD/PLD of 1.52336020163916; a PLD (Å) of 5.91155; a density (g/cm3) of 0.805702; a Pore Volume (cm3/g) of 0.883453; a Porosity of 0.711799849006; a Surface Area (m2/g) of 2947.67,Zn4 H40 C80 O20 with a LCD (Å) of 9.00542; a LCD/PLD of 1.52336020163916; a PLD (Å) of 5.91155; a density (g/cm3) of 0.805702; a Pore Volume (cm3/g) of 0.883453; a Porosity of 0.711799849006; a Surface Area (m2/g) of 2947.67,369,369,369,369,NIGDEO_clean,13.9402,1.87856099441022,7.42068,0.633535,1.18983,0.75379894905,3344.77,53.6912751677852,25.503355704698,16.1073825503356,0.671140939597315,0.0,0.0,0.0,4.02684563758389,123.0,0.76875,7.5,8.0,0.0520613898,0.002003310714949,1,1,"[13.9402, 7.42068, 1.87856099441022]","[13.9402, 7.42068, 1.87856099441022, 0.633535, 1.18983, 0.75379894905, 3344.77]","[13.9402, 7.42068, 1.87856099441022, 0.633535, 1.18983, 0.75379894905, 3344.77, 53.6912751677852, 25.503355704698, 16.1073825503356, 0.671140939597315, 0.0, 0.0, 0.0, 4.02684563758389]","[13.9402, 7.42068, 1.87856099441022, 0.633535, 1.18983, 0.75379894905, 3344.77, 53.6912751677852, 25.503355704698, 16.1073825503356, 0.671140939597315, 0.0, 0.0, 0.0, 4.02684563758389, 123.0, 0.76875, 8.0, 7.5]","[0.633535, 1.18983, 0.75379894905, 3344.77]"
370,370.0,PUWDOA_clean,0.0356837641,0.0018465156273876,1.0,1.0,Zn.SATWKVZGMWCXOJ.MOFkey-v1.sit,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])[Zn] MOFid-v1.sit.cat1;PUWDOA_clean,Zn12 H128 C216 O52,a MOF with a LCD (Å) of 10.50578; a LCD/PLD of 1.19097353298939; a PLD (Å) of 8.82117; a density (g/cm3) of 0.768678; a Pore Volume (cm3/g) of 0.896344; a Porosity of 0.688999913232; a Surface Area (m2/g) of 2469.74,Zn.SATWKVZGMWCXOJ.MOFkey-v1.sit with a LCD (Å) of 10.50578; a LCD/PLD of 1.19097353298939; a PLD (Å) of 8.82117; a density (g/cm3) of 0.768678; a Pore Volume (cm3/g) of 0.896344; a Porosity of 0.688999913232; a Surface Area (m2/g) of 2469.74,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])[Zn] MOFid-v1.sit.cat1;PUWDOA_clean with a LCD (Å) of 10.50578; a LCD/PLD of 1.19097353298939; a PLD (Å) of 8.82117; a density (g/cm3) of 0.768678; a Pore Volume (cm3/g) of 0.896344; a Porosity of 0.688999913232; a Surface Area (m2/g) of 2469.74,Zn12 H128 C216 O52 with a LCD (Å) of 10.50578; a LCD/PLD of 1.19097353298939; a PLD (Å) of 8.82117; a density (g/cm3) of 0.768678; a Pore Volume (cm3/g) of 0.896344; a Porosity of 0.688999913232; a Surface Area (m2/g) of 2469.74,370,370,370,370,NIGNUO_clean,16.88905,4.53236705382254,3.72632,0.773731,0.897987,0.694800379497,2558.73,51.7985611510791,28.7769784172662,15.1079136690647,0.0,0.0,0.0,0.0,4.31654676258993,157.0,0.726851851851852,8.33333333333333,7.0,0.0361606601,0.0011813983104849,1,0,"[16.88905, 3.72632, 4.53236705382254]","[16.88905, 3.72632, 4.53236705382254, 0.773731, 0.897987, 0.694800379497, 2558.73]","[16.88905, 3.72632, 4.53236705382254, 0.773731, 0.897987, 0.694800379497, 2558.73, 51.7985611510791, 28.7769784172662, 15.1079136690647, 0.0, 0.0, 0.0, 0.0, 4.31654676258993]","[16.88905, 3.72632, 4.53236705382254, 0.773731, 0.897987, 0.694800379497, 2558.73, 51.7985611510791, 28.7769784172662, 15.1079136690647, 0.0, 0.0, 0.0, 0.0, 4.31654676258993, 157.0, 0.726851851851852, 7.0, 8.33333333333333]","[0.773731, 0.897987, 0.694800379497, 2558.73]"
371,371.0,QAGQEW_clean,0.0323239178,0.0011949906259238,0.0,0.0,Cd.NZKKLAALKJGLDC.MOFkey-v1.the,[Cd].[O-]C(=O)c1cc2c(s1)c1cc(sc1c1c2sc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.the.cat0;QAGQEW_clean,Cd24 H48 C240 S48 O96,a MOF with a LCD (Å) of 16.48295; a LCD/PLD of 1.80332110547431; a PLD (Å) of 9.14033; a density (g/cm3) of 0.959417; a Pore Volume (cm3/g) of 0.730652; a Porosity of 0.700999949884; a Surface Area (m2/g) of 1292.29,Cd.NZKKLAALKJGLDC.MOFkey-v1.the with a LCD (Å) of 16.48295; a LCD/PLD of 1.80332110547431; a PLD (Å) of 9.14033; a density (g/cm3) of 0.959417; a Pore Volume (cm3/g) of 0.730652; a Porosity of 0.700999949884; a Surface Area (m2/g) of 1292.29,[Cd].[O-]C(=O)c1cc2c(s1)c1cc(sc1c1c2sc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.the.cat0;QAGQEW_clean with a LCD (Å) of 16.48295; a LCD/PLD of 1.80332110547431; a PLD (Å) of 9.14033; a density (g/cm3) of 0.959417; a Pore Volume (cm3/g) of 0.730652; a Porosity of 0.700999949884; a Surface Area (m2/g) of 1292.29,Cd24 H48 C240 S48 O96 with a LCD (Å) of 16.48295; a LCD/PLD of 1.80332110547431; a PLD (Å) of 9.14033; a density (g/cm3) of 0.959417; a Pore Volume (cm3/g) of 0.730652; a Porosity of 0.700999949884; a Surface Area (m2/g) of 1292.29,371,371,371,371,NIGPEA_clean,10.42385,1.12705500743344,9.24875,0.730648,0.936428,0.684199245344,2931.64,54.0,30.0,13.0,0.0,0.0,0.0,0.0,3.0,157.0,0.726851851851852,5.55555555555556,8.66666666666667,0.039261931,0.0015522038589063,1,1,"[10.42385, 9.24875, 1.12705500743344]","[10.42385, 9.24875, 1.12705500743344, 0.730648, 0.936428, 0.684199245344, 2931.64]","[10.42385, 9.24875, 1.12705500743344, 0.730648, 0.936428, 0.684199245344, 2931.64, 54.0, 30.0, 13.0, 0.0, 0.0, 0.0, 0.0, 3.0]","[10.42385, 9.24875, 1.12705500743344, 0.730648, 0.936428, 0.684199245344, 2931.64, 54.0, 30.0, 13.0, 0.0, 0.0, 0.0, 0.0, 3.0, 157.0, 0.726851851851852, 8.66666666666667, 5.55555555555556]","[0.730648, 0.936428, 0.684199245344, 2931.64]"
