,Materials,Prozessbedingung,homogenized_temperature,homogenized_time,solutionized_temperature,solutionized_time,extrution_temperature,extrution_speed,extrusion_ratio,ECAE_temperature,ECAE_pass,Fe,Cu,Ni,Nd,Zn,Ca,Al,Sn,Mn,Si,Gd,Y,Zr,grain_size,grain_size_error,second_phase,second_phase_error,vpd,grain_size_bin,grain_size_bin_25.7,second_phase_bin_1.14,concentration_string,total_string,second_phase_bin
68,Mg-5Gd,extruded,,,525.0,8.0,450.0,20.0,25.0,,,0.0049,0.0007,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,0.0,0.0,20.0,0.0,0.85,0.38,?,1,0,0,"0.0049 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 4.82 Gd, 0.0 Y, 0.0 Zr","A alloy witht the following paramters; extruded, homogenized temperature nan, homogenized time nan, solutionized time 8.0, solutized temperature 525.0, extrusion temperature 450.0, extrusion speed 20.0, extrusion ratio 25.0, concentrations 0.0049 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 4.82 Gd, 0.0 Y, 0.0 Zr",1
69,Mg-5Gd,extruded,,,525.0,8.0,450.0,40.0,25.0,,,0.0049,0.0007,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,0.0,0.0,28.3,0.0,0.65,0.42,?,1,1,0,"0.0049 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 4.82 Gd, 0.0 Y, 0.0 Zr","A alloy witht the following paramters; extruded, homogenized temperature nan, homogenized time nan, solutionized time 8.0, solutized temperature 525.0, extrusion temperature 450.0, extrusion speed 40.0, extrusion ratio 25.0, concentrations 0.0049 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 4.82 Gd, 0.0 Y, 0.0 Zr",0
70,Mg-10Gd,extruded,,,525.0,8.0,350.0,12.5,25.0,,,0.0119,0.0007,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62,0.0,0.0,5.1,0.0,0.75,0.41,?,0,0,0,"0.0119 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 9.62 Gd, 0.0 Y, 0.0 Zr","A alloy witht the following paramters; extruded, homogenized temperature nan, homogenized time nan, solutionized time 8.0, solutized temperature 525.0, extrusion temperature 350.0, extrusion speed 12.5, extrusion ratio 25.0, concentrations 0.0119 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 9.62 Gd, 0.0 Y, 0.0 Zr",1
71,Mg-10Gd,extruded,,,525.0,8.0,350.0,20.0,25.0,,,0.0119,0.0007,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62,0.0,0.0,10.3,0.0,0.48,0.21,?,0,0,0,"0.0119 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 9.62 Gd, 0.0 Y, 0.0 Zr","A alloy witht the following paramters; extruded, homogenized temperature nan, homogenized time nan, solutionized time 8.0, solutized temperature 525.0, extrusion temperature 350.0, extrusion speed 20.0, extrusion ratio 25.0, concentrations 0.0119 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 9.62 Gd, 0.0 Y, 0.0 Zr",0
72,Mg-10Gd,extruded,,,525.0,8.0,350.0,40.0,25.0,,,0.0119,0.0007,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62,0.0,0.0,15.1,0.0,0.49,0.08,?,1,0,0,"0.0119 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 9.62 Gd, 0.0 Y, 0.0 Zr","A alloy witht the following paramters; extruded, homogenized temperature nan, homogenized time nan, solutionized time 8.0, solutized temperature 525.0, extrusion temperature 350.0, extrusion speed 40.0, extrusion ratio 25.0, concentrations 0.0119 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 9.62 Gd, 0.0 Y, 0.0 Zr",0
73,Mg-10Gd,extruded,,,525.0,8.0,400.0,12.5,25.0,,,0.0119,0.0007,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62,0.0,0.0,8.0,0.0,0.4,0.38,?,0,0,0,"0.0119 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 9.62 Gd, 0.0 Y, 0.0 Zr","A alloy witht the following paramters; extruded, homogenized temperature nan, homogenized time nan, solutionized time 8.0, solutized temperature 525.0, extrusion temperature 400.0, extrusion speed 12.5, extrusion ratio 25.0, concentrations 0.0119 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 9.62 Gd, 0.0 Y, 0.0 Zr",0
74,Mg-10Gd,extruded,,,525.0,8.0,400.0,20.0,25.0,,,0.0119,0.0007,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62,0.0,0.0,15.3,0.0,0.37,0.29,?,1,0,0,"0.0119 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 9.62 Gd, 0.0 Y, 0.0 Zr","A alloy witht the following paramters; extruded, homogenized temperature nan, homogenized time nan, solutionized time 8.0, solutized temperature 525.0, extrusion temperature 400.0, extrusion speed 20.0, extrusion ratio 25.0, concentrations 0.0119 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 9.62 Gd, 0.0 Y, 0.0 Zr",0
75,Mg-10Gd,extruded,,,525.0,8.0,400.0,40.0,25.0,,,0.0119,0.0007,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62,0.0,0.0,22.4,0.0,0.6,0.21,?,1,0,0,"0.0119 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 9.62 Gd, 0.0 Y, 0.0 Zr","A alloy witht the following paramters; extruded, homogenized temperature nan, homogenized time nan, solutionized time 8.0, solutized temperature 525.0, extrusion temperature 400.0, extrusion speed 40.0, extrusion ratio 25.0, concentrations 0.0119 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 9.62 Gd, 0.0 Y, 0.0 Zr",0
76,Mg-10Gd,extruded,,,525.0,8.0,450.0,12.5,25.0,,,0.0119,0.0007,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62,0.0,0.0,11.7,0.0,0.73,0.25,?,0,0,0,"0.0119 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 9.62 Gd, 0.0 Y, 0.0 Zr","A alloy witht the following paramters; extruded, homogenized temperature nan, homogenized time nan, solutionized time 8.0, solutized temperature 525.0, extrusion temperature 450.0, extrusion speed 12.5, extrusion ratio 25.0, concentrations 0.0119 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 9.62 Gd, 0.0 Y, 0.0 Zr",1
77,Mg-10Gd,extruded,,,525.0,8.0,450.0,20.0,25.0,,,0.0119,0.0007,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62,0.0,0.0,18.6,0.0,0.93,0.33,?,1,0,0,"0.0119 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 9.62 Gd, 0.0 Y, 0.0 Zr","A alloy witht the following paramters; extruded, homogenized temperature nan, homogenized time nan, solutionized time 8.0, solutized temperature 525.0, extrusion temperature 450.0, extrusion speed 20.0, extrusion ratio 25.0, concentrations 0.0119 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 9.62 Gd, 0.0 Y, 0.0 Zr",1
78,Mg-10Gd,extruded,,,525.0,8.0,450.0,40.0,25.0,,,0.0119,0.0007,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62,0.0,0.0,25.7,0.0,0.38,0.15,?,1,0,0,"0.0119 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 9.62 Gd, 0.0 Y, 0.0 Zr","A alloy witht the following paramters; extruded, homogenized temperature nan, homogenized time nan, solutionized time 8.0, solutized temperature 525.0, extrusion temperature 450.0, extrusion speed 40.0, extrusion ratio 25.0, concentrations 0.0119 Fe, 0.0007 Cu, 0.0013 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 9.62 Gd, 0.0 Y, 0.0 Zr",0
79,Mg-5Gd,extruded,,,525.0,6.0,400.0,0.7,84.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,51.78,10.91,0.25,0.03,?,1,1,0,"0.0 Fe, 0.0 Cu, 0.0 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 5.0 Gd, 0.0 Y, 0.0 Zr","A alloy witht the following paramters; extruded, homogenized temperature nan, homogenized time nan, solutionized time 6.0, solutized temperature 525.0, extrusion temperature 400.0, extrusion speed 0.7, extrusion ratio 84.0, concentrations 0.0 Fe, 0.0 Cu, 0.0 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 5.0 Gd, 0.0 Y, 0.0 Zr",0
80,Mg-10Gd,extruded,,,525.0,6.0,400.0,0.52,84.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,26.67,1.3,0.56,0.08,?,1,1,0,"0.0 Fe, 0.0 Cu, 0.0 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 5.0 Gd, 0.0 Y, 0.0 Zr","A alloy witht the following paramters; extruded, homogenized temperature nan, homogenized time nan, solutionized time 6.0, solutized temperature 525.0, extrusion temperature 400.0, extrusion speed 0.52, extrusion ratio 84.0, concentrations 0.0 Fe, 0.0 Cu, 0.0 Ni, 0.0 Nd, 0.0 Zn, 0.0 Ca, 0.0 Al, 0.0 Sn, 0.0 Mn, 0.0 Si, 5.0 Gd, 0.0 Y, 0.0 Zr",0
