,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cifname,HER_bool,OER_bool,VIS_bool,four_classes,inorg_BB,inorg_BB_top,hased_linker,HOV_bool,HOV_code,elements_linkers,elements_nodes,elemetns_all
34,N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1.N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1.N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1.[Au].[N]1N=CC(=C1)c1sc(c2c1nccn2)C1=C[N]N=C1 MOFid-v1.cdt.cat0;cdt_v1-AHAGUL_Au1_1-linear2_pyrazolate_opt,Au.GYCRMPDCBTWMOR.MOFkey-v1.cdt,['[Au]'],"['N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1', 'N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1', 'N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1', '[N]1N=CC(=C1)c1sc(c2c1nccn2)C1=C[N]N=C1']",N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1.N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1.N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1.[Au].[N]1N=CC(=C1)c1sc(c2c1nccn2)C1=C[N]N=C1,cdt,cdt_v1-AHAGUL_Au1_1-linear2_pyrazolate_opt,1,0,1,1,Au,Au and cdt,GYCRMPDCBTWMOR,101,2,"['C', 'N']",['Au'],"['C', 'N', 'Au']"
35,N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1.N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1.[Ag].[N]1N=CC(=C1)c1sc(c2c1nccn2)C1=C[N]N=C1 MOFid-v1.twt.cat0;twt_v1-AHAGUL_Ag1_1-linear2_pyrazolate_opt,Ag.GYCRMPDCBTWMOR.MOFkey-v1.twt,['[Ag]'],"['N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1', 'N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1', '[N]1N=CC(=C1)c1sc(c2c1nccn2)C1=C[N]N=C1']",N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1.N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1.[Ag].[N]1N=CC(=C1)c1sc(c2c1nccn2)C1=C[N]N=C1,twt,twt_v1-AHAGUL_Ag1_1-linear2_pyrazolate_opt,1,0,1,1,Ag,Ag and twt,GYCRMPDCBTWMOR,101,2,"['C', 'N']",['Ag'],"['C', 'N', 'Ag']"
36,N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1.N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1.N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1.[Ag].[Ag][Ag].[N]1N=CC(=C1)c1sc(c2c1nccn2)C1=C[N]N=C1 MOFid-v1.cdt.cat0;cdt_v1-AHAGUL_Ag1_1-linear2_pyrazolate_opt,Ag.GYCRMPDCBTWMOR.MOFkey-v1.cdt,"['[Ag]', '[Ag][Ag]']","['N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1', 'N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1', 'N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1', '[N]1N=CC(=C1)c1sc(c2c1nccn2)C1=C[N]N=C1']",N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1.N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1.N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1.[Ag].[Ag][Ag].[N]1N=CC(=C1)c1sc(c2c1nccn2)C1=C[N]N=C1,cdt,cdt_v1-AHAGUL_Ag1_1-linear2_pyrazolate_opt,1,0,1,1,Ag,Ag and cdt,GYCRMPDCBTWMOR,101,2,"['C', 'N']",['Ag'],"['C', 'N', 'Ag']"
37,N#Cc1c(NC2=C[N]N=C2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=C[N]N=C1.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=CN=N[CH]1)C#N.[Au] MOFid-v1.hcb.cat0;hcb_v1-AHAGUL_Au1_1-2,Au.QOMDAXVYFQQUTB.MOFkey-v1.hcb,['[Au]'],"['N#Cc1c(NC2=C[N]N=C2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=C[N]N=C1', 'N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=CN=N[CH]1)C#N']",N#Cc1c(NC2=C[N]N=C2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=C[N]N=C1.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=CN=N[CH]1)C#N.[Au],hcb,hcb_v1-AHAGUL_Au1_1-2,0,0,0,3,Au,Au and hcb,QOMDAXVYFQQUTB,0,0,"['C', 'N', 'Cc']",['Au'],"['C', 'N', 'Cc', 'Au']"
38,N#Cc1c(NC2=CN=N[CH]2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=CN=N[CH]1.N#Cc1c(NC2=C[N]N=C2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=C[N]N=C1.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=CN=N[CH]1)C#N.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=C[N]N=C1)C#N.[Ag] MOFid-v1.cdt.cat0;cdt_v1-AHAGUL_Ag1_1-2,Ag.QOMDAXVYFQQUTB.MOFkey-v1.cdt,['[Ag]'],"['N#Cc1c(NC2=CN=N[CH]2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=CN=N[CH]1', 'N#Cc1c(NC2=C[N]N=C2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=C[N]N=C1', 'N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=CN=N[CH]1)C#N', 'N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=C[N]N=C1)C#N']",N#Cc1c(NC2=CN=N[CH]2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=CN=N[CH]1.N#Cc1c(NC2=C[N]N=C2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=C[N]N=C1.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=CN=N[CH]1)C#N.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=C[N]N=C1)C#N.[Ag],cdt,cdt_v1-AHAGUL_Ag1_1-2,0,0,0,3,Ag,Ag and cdt,QOMDAXVYFQQUTB,0,0,"['C', 'N', 'Cc']",['Ag'],"['C', 'N', 'Cc', 'Ag']"
39,N1=NC=C([CH]1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=CN=N[CH]1.[Ag].[N]1N=CC(=C1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=C[N]N=C1 MOFid-v1.hcb.cat0;hcb_v1-AHAGUL_Ag1_1-linear3_pyrazolate_opt,Ag.ZYNBEDKJAOVTCW.MOFkey-v1.hcb,['[Ag]'],"['N1=NC=C([CH]1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=CN=N[CH]1', '[N]1N=CC(=C1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=C[N]N=C1']",N1=NC=C([CH]1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=CN=N[CH]1.[Ag].[N]1N=CC(=C1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=C[N]N=C1,hcb,hcb_v1-AHAGUL_Ag1_1-linear3_pyrazolate_opt,1,0,1,1,Ag,Ag and hcb,ZYNBEDKJAOVTCW,101,2,"['C', 'N']",['Ag'],"['C', 'N', 'Ag']"
40,N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1.N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1.N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1.[Ag].[Ag][Ag].[N]1N=CC(=C1)c1sc(c2c1nccn2)C1=C[N]N=C1 MOFid-v1.fes.cat0;fes_v1-AHAGUL_Ag1_1-linear2_pyrazolate_opt,Ag.GYCRMPDCBTWMOR.MOFkey-v1.fes,"['[Ag]', '[Ag][Ag]']","['N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1', 'N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1', 'N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1', '[N]1N=CC(=C1)c1sc(c2c1nccn2)C1=C[N]N=C1']",N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1.N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1.N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1.[Ag].[Ag][Ag].[N]1N=CC(=C1)c1sc(c2c1nccn2)C1=C[N]N=C1,fes,fes_v1-AHAGUL_Ag1_1-linear2_pyrazolate_opt,1,0,1,1,Ag,Ag and fes,GYCRMPDCBTWMOR,101,2,"['C', 'N']",['Ag'],"['C', 'N', 'Ag']"
41,N#Cc1c(NC2=CN=N[CH]2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=CN=N[CH]1.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=CN=N[CH]1)C#N.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=C[N]N=C1)C#N.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)N[C]1C=NN=C1.[Au] MOFid-v1.cdt.cat0;cdt_v1-AHAGUL_Au1_1-2,Au.QOMDAXVYFQQUTB.MOFkey-v1.cdt,['[Au]'],"['N#Cc1c(NC2=CN=N[CH]2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=CN=N[CH]1', 'N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=CN=N[CH]1)C#N', 'N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=C[N]N=C1)C#N', 'N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)N[C]1C=NN=C1']",N#Cc1c(NC2=CN=N[CH]2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=CN=N[CH]1.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=CN=N[CH]1)C#N.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=C[N]N=C1)C#N.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)N[C]1C=NN=C1.[Au],cdt,cdt_v1-AHAGUL_Au1_1-2,0,0,0,3,Au,Au and cdt,QOMDAXVYFQQUTB,0,0,"['C', 'N', 'Cc']",['Au'],"['C', 'N', 'Cc', 'Au']"
42,CC1(C)c2cc3-c4cc5c6c(c4)C(C)(C)c4c7N6c6c(cc(-c8cc1c1N9c2c(c3)C(c2c9c(C(c1c8)(C)C)cc(c2)C1=CN=N[CH]1)(C)C)cc6C(C)(C)c7cc(c4)C1=CN=N[CH]1)C5(C)C.CC1(C)c2cc3-c4cc5c6c(c4)C(C)(C)c4c7N6c6c(cc(-c8cc1c1N9c2c(c3)C(c2c9c(C(c1c8)(C)C)cc(c2)[C]1C=NN=C1)(C)C)cc6C(C)(C)c7cc(c4)[C]1C=NN=C1)C5(C)C.[Ag].[Ag][Ag] MOFid-v1.hcb.cat0;etc_v1-AHAGUL_Ag1_v2-triangular_triazole_opt_2-ntn_edge_opt_charge,Ag.WIJNHZSKQNCYPI.MOFkey-v1.hcb,"['[Ag]', '[Ag][Ag]']","['CC1(C)c2cc3-c4cc5c6c(c4)C(C)(C)c4c7N6c6c(cc(-c8cc1c1N9c2c(c3)C(c2c9c(C(c1c8)(C)C)cc(c2)C1=CN=N[CH]1)(C)C)cc6C(C)(C)c7cc(c4)C1=CN=N[CH]1)C5(C)C', 'CC1(C)c2cc3-c4cc5c6c(c4)C(C)(C)c4c7N6c6c(cc(-c8cc1c1N9c2c(c3)C(c2c9c(C(c1c8)(C)C)cc(c2)[C]1C=NN=C1)(C)C)cc6C(C)(C)c7cc(c4)[C]1C=NN=C1)C5(C)C']",CC1(C)c2cc3-c4cc5c6c(c4)C(C)(C)c4c7N6c6c(cc(-c8cc1c1N9c2c(c3)C(c2c9c(C(c1c8)(C)C)cc(c2)C1=CN=N[CH]1)(C)C)cc6C(C)(C)c7cc(c4)C1=CN=N[CH]1)C5(C)C.CC1(C)c2cc3-c4cc5c6c(c4)C(C)(C)c4c7N6c6c(cc(-c8cc1c1N9c2c(c3)C(c2c9c(C(c1c8)(C)C)cc(c2)[C]1C=NN=C1)(C)C)cc6C(C)(C)c7cc(c4)[C]1C=NN=C1)C5(C)C.[Ag].[Ag][Ag],hcb,etc_v1-AHAGUL_Ag1_v2-triangular_triazole_opt_2-ntn_edge_opt_charge,0,0,0,3,Ag,Ag and hcb,WIJNHZSKQNCYPI,0,0,"['C', 'N']",['Ag'],"['C', 'N', 'Ag']"
43,N#Cc1c(NC2=CN=N[CH]2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=CN=N[CH]1.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=C[N]N=C1)C#N.[Ag] MOFid-v1.twt.cat0;twt_v1-AHAGUL_Ag1_1-2,Ag.QOMDAXVYFQQUTB.MOFkey-v1.twt,['[Ag]'],"['N#Cc1c(NC2=CN=N[CH]2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=CN=N[CH]1', 'N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=C[N]N=C1)C#N']",N#Cc1c(NC2=CN=N[CH]2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=CN=N[CH]1.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=C[N]N=C1)C#N.[Ag],twt,twt_v1-AHAGUL_Ag1_1-2,0,0,0,3,Ag,Ag and twt,QOMDAXVYFQQUTB,0,0,"['C', 'N', 'Cc']",['Ag'],"['C', 'N', 'Cc', 'Ag']"
44,N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1.N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1.N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1.N1=NC=C([CH]1)c1sc(c2c1nccn2)[C]1C=NN=C1.[Ag].[Ag][Ag] MOFid-v1.eta.cat0;eta_v1-AHAGUL_Ag1_1-linear2_pyrazolate_opt,Ag.GYCRMPDCBTWMOR.MOFkey-v1.eta,"['[Ag]', '[Ag][Ag]']","['N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1', 'N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1', 'N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1', 'N1=NC=C([CH]1)c1sc(c2c1nccn2)[C]1C=NN=C1']",N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1.N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1.N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1.N1=NC=C([CH]1)c1sc(c2c1nccn2)[C]1C=NN=C1.[Ag].[Ag][Ag],eta,eta_v1-AHAGUL_Ag1_1-linear2_pyrazolate_opt,1,0,1,1,Ag,Ag and eta,GYCRMPDCBTWMOR,101,2,"['C', 'N']",['Ag'],"['C', 'N', 'Ag']"
45,N1=NC=C([CH]1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=CN=N[CH]1.[Cu].[N]1N=CC(=C1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=C[N]N=C1 MOFid-v1.hcb.cat0;hcb_v1-AHAGUL_Cu1_1-linear3_pyrazolate_opt,Cu.ZYNBEDKJAOVTCW.MOFkey-v1.hcb,['[Cu]'],"['N1=NC=C([CH]1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=CN=N[CH]1', '[N]1N=CC(=C1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=C[N]N=C1']",N1=NC=C([CH]1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=CN=N[CH]1.[Cu].[N]1N=CC(=C1)c1ccc(s1)[C]1S[C](c2c1nsn2)c1ccc(s1)C1=C[N]N=C1,hcb,hcb_v1-AHAGUL_Cu1_1-linear3_pyrazolate_opt,1,0,1,1,Cu,Cu and hcb,ZYNBEDKJAOVTCW,101,2,"['C', 'N']",['Cu'],"['C', 'N', 'Cu']"
46,N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)C1=CN=N[CH]1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)[C]1C=NN=C1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)C1=C[N]N=C1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)[C]1C=NN=C1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)[C]1C=NN=C1)[C]1C=NN=C1.[Au] MOFid-v1.utk.cat0;utk_v1-AHAGUL_Au1_1-1,Au.LFGNINJHSOQGFN.MOFkey-v1.utk,['[Au]'],"['N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)C1=CN=N[CH]1', 'N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)[C]1C=NN=C1', 'N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)C1=C[N]N=C1', 'N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)[C]1C=NN=C1', 'N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)[C]1C=NN=C1)[C]1C=NN=C1']",N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)C1=CN=N[CH]1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)[C]1C=NN=C1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)C1=C[N]N=C1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)[C]1C=NN=C1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)[C]1C=NN=C1)[C]1C=NN=C1.[Au],utk,utk_v1-AHAGUL_Au1_1-1,0,0,0,3,Au,Au and utk,LFGNINJHSOQGFN,0,0,"['C', 'N', 'Cc']",['Au'],"['C', 'N', 'Cc', 'Au']"
47,N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)C1=CN=N[CH]1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)[C]1C=NN=C1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)C1=C[N]N=C1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)[C]1C=NN=C1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)[C]1C=NN=C1)[C]1C=NN=C1.[Au] MOFid-v1.cdt.cat0;cdt_v1-AHAGUL_Au1_1-1,Au.LFGNINJHSOQGFN.MOFkey-v1.cdt,['[Au]'],"['N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)C1=CN=N[CH]1', 'N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)[C]1C=NN=C1', 'N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)C1=C[N]N=C1', 'N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)[C]1C=NN=C1', 'N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)[C]1C=NN=C1)[C]1C=NN=C1']",N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)C1=CN=N[CH]1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=CN=N[CH]1)[C]1C=NN=C1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)C1=C[N]N=C1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)C1=C[N]N=C1)[C]1C=NN=C1.N#Cc1c(oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)[C]1C=NN=C1)[C]1C=NN=C1.[Au],cdt,cdt_v1-AHAGUL_Au1_1-1,0,0,0,3,Au,Au and cdt,LFGNINJHSOQGFN,0,0,"['C', 'N', 'Cc']",['Au'],"['C', 'N', 'Cc', 'Au']"
48,N#Cc1c(NC2=C[N]N=C2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=C[N]N=C1.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=C[N]N=C1)C#N.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)N[C]1C=NN=C1.[Ag] MOFid-v1.hcb.cat0;hcb_v1-AHAGUL_Ag1_1-2,Ag.QOMDAXVYFQQUTB.MOFkey-v1.hcb,['[Ag]'],"['N#Cc1c(NC2=C[N]N=C2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=C[N]N=C1', 'N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=C[N]N=C1)C#N', 'N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)N[C]1C=NN=C1']",N#Cc1c(NC2=C[N]N=C2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)NC1=C[N]N=C1.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1c(c2c2cccs2)c(c(o1)NC1=C[N]N=C1)C#N.N#Cc1c(N[C]2C=NN=C2)oc2c1c(c1cccs1)c1oc(c(c1c2c1cccs1)C#N)N[C]1C=NN=C1.[Ag],hcb,hcb_v1-AHAGUL_Ag1_1-2,0,0,0,3,Ag,Ag and hcb,QOMDAXVYFQQUTB,0,0,"['C', 'N', 'Cc']",['Ag'],"['C', 'N', 'Cc', 'Ag']"
49,N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1.N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1.N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1.[Au] MOFid-v1.utk.cat0;utk_v1-AHAGUL_Au1_1-linear2_pyrazolate_opt,Au.GYCRMPDCBTWMOR.MOFkey-v1.utk,['[Au]'],"['N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1', 'N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1', 'N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1']",N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1.N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1.N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1.[Au],utk,utk_v1-AHAGUL_Au1_1-linear2_pyrazolate_opt,1,1,1,0,Au,Au and utk,GYCRMPDCBTWMOR,111,1,"['C', 'N']",['Au'],"['C', 'N', 'Au']"
50,N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1.N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1.N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1.[Cu].[Cu][Cu] MOFid-v1.utk.cat0;utk_v1-AHAGUL_Cu1_1-linear2_pyrazolate_opt,Cu.GYCRMPDCBTWMOR.MOFkey-v1.utk,"['[Cu]', '[Cu][Cu]']","['N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1', 'N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1', 'N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1']",N1=C[C](C=N1)c1sc(c2c1nccn2)C1=C[N]N=C1.N1=C[C](C=N1)c1sc(c2c1nccn2)[C]1C=NN=C1.N1=NC=C([CH]1)c1sc(c2c1nccn2)C1=CN=N[CH]1.[Cu].[Cu][Cu],utk,utk_v1-AHAGUL_Cu1_1-linear2_pyrazolate_opt,1,0,1,1,Cu,Cu and utk,GYCRMPDCBTWMOR,101,2,"['C', 'N']",['Cu'],"['C', 'N', 'Cu']"
